"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","CRE","336306","Sally Hansen Maximum Growth","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336307","Sally Hansen Maximum Strengthener","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336309","Sally Hansen Hard As Nails Natural","Sally Hansen","13.3ml","Cream",NA,0.93
"TOI","CRE","336310","Sally Hansen Hard As Nails Wrap","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336311","Sally Hansen Diamond Strength","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336312","Sally Hansen Nail Growth Miracle","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336313","Sally Hansen Double Duty","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336314","Sally Hansen No Chip Top Coat","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336318","Sally Hansen Vitamin E Oil","Sally Hansen","13.3ml",NA,NA,0.86
"TOI","CRE","336658","Sally Hansen Nail Polish Remover Regular","Sally Hansen","200ml",NA,"1",0.93
"TOI","CRE","336659","Sally Hansen Acetone Free Nail Polish Remover","Sally Hansen","200ml",NA,NA,0.86
"TOI","CRE","336660","Sally Hansen Nail Polish Remover Strengthen200ml","Sally Hansen","200ml",NA,"1",0.93
"TOI","CRE","336661","Sally Hansen Nail Polish Remover Moisturising","Sally Hansen","200ml",NA,NA,0.86
"TOI","CRE","351548","Sally Hansen Rehab Strengthen","Sally Hansen",NA,NA,"1",0.86
"TOI","CRE","351550","Sally Hansen Diamond Flash Top Coat","Sally Hansen",NA,NA,"1",0.86
"TOI","CRE","431293","Complete Care 7 in 1 treatment 13.3 ml","Sally Hansen","13.3ml","Clear","1",0.95
"TOI","CRE","445082","Sally Hansen Complete Salon Manicure Clear'd ForTakeoff","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445084","Sally Hansen Complete Salon Manicure Pink Slip","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445085","Sally Hansen Complete Salon Manicure Arm Candy","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445086","Sally Hansen Complete Salon Manicure Luna Pearl","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445087","Sally Hansen Complete Salon Manicure Shell WeDance","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445088","Sally Hansen Complete Salon Manicure Aflorable","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445089","Sally Hansen Complete Salon Manicure Back To TheFuschia","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445090","Sally Hansen Complete Salon Manicure Cherry Up","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445092","Sally Hansen Complete Salon Manicure I Pink I Can","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445093","Sally Hansen Complete Salon Manicure Get Juiced","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445095","Sally Hansen Complete Salon Manicure Peach Of Cake","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445097","Sally Hansen Complete Salon Manicure New Flame","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445098","Sally Hansen Complete Salon Manicure All Fired Up","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445099","Sally Hansen Complete Salon Manicure Kook A Mango","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445100","Sally Hansen Complete Salon Manicure FruttiPetutie","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445101","Sally Hansen Complete Salon Manicure Aria Red-y?","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445102","Sally Hansen Complete Salon Manicure BerryImportant","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445103","Sally Hansen Complete Salon Manicure So Much Fawn","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445105","Sally Hansen Complete Salon Manicure Raisin TheBar","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445106","Sally Hansen Complete Salon Manicure Plums TheWord","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445107","Sally Hansen Complete Salon Manicure Mauve Along","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445108","Sally Hansen Complete Salon Manicure Mudslide","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445109","Sally Hansen Complete Salon Manicure Nude Now","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445110","Sally Hansen Complete Salon Manicure Café Au Lait","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445111","Sally Hansen Complete Salon Manicure NakedAmbition","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445112","Sally Hansen Complete Salon Manicure Au Nature-Al","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445113","Sally Hansen Complete Salon Manicure Yo Glow. Girl","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445114","Sally Hansen Complete Salon Manicure Wine Not","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445115","Sally Hansen Complete Salon Manicure Right SaidFred","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445116","Sally Hansen Complete Salon Manicure Red Handed","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445117","Sally Hansen Complete Salon Manicure Red Zin","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445118","Sally Hansen Complete Salon Manicure Scarlet Fever","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445119","Sally Hansen Complete Salon Manicure Belle Of TheBall","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445120","Sally Hansen Complete Salon Manicure Pat On TheBlack","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445121","Sally Hansen Complete Salon Manicure Commander InChic","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445122","Sally Hansen Complete Salon Manicure Sgt Preppy","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445123","Sally Hansen Complete Salon Manicure Cherry CherryBang Bang","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445124","Sally Hansen Complete Salon Manicure Purple Heart","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445125","Sally Hansen Complete Salon Manicure Hat's Off ToHue","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445126","Sally Hansen Complete Salon Manicure Nightwatch","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445128","Sally Hansen Complete Salon Manicure Jaded","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445131","Sally Hansen Miracle Gel Birthday Suit","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445132","Sally Hansen Miracle Gel Pinky Promise","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445133","Sally Hansen Miracle Gel Pretty Piggy","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445134","Sally Hansen Miracle Gel Pink Tank","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445135","Sally Hansen Miracle Gel Dig Fig","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445136","Sally Hansen Miracle Gel Red Eye","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445137","Sally Hansen Miracle Gel Wine Stock","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445138","Sally Hansen Miracle Gel Mad Women","Sally Hansen","14.7ml",NA,"1",0.93
"TOI","CRE","445139","Sally Hansen Miracle Gel Regal Rose","Sally Hansen","14.7ml",NA,"1",0.93
