"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","FAN","448342","Bunchems Bugs Bestioles Creation Pack","Bunchems","Multi","1","3 Years +",0.941666666666667
"TOY","FAN","448401","Bunchems Colour Booster Creation Pack","Bunchems","Multi","1","6 Years +",0.941666666666667
