"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","100","453801","OUT Natural Flea, Tick & Mite Spray 500ml","OUT!","500ml","1",0.95
"PET","100","453802","OUT Natural Flea & Tick Home Spray 500ml","OUT!","500ml","1",0.95
"PET","100","453855","OUT One Handed Poop Scoop","OUT!","34.6cm","1",0.88
"PET","100","453856","OUT Training Pad Holder","OUT!","53cm x 26.5cm x 5.6cm","1",0.95
"PET","100","453859","OUT Rainbow Waste Pick Up 120 Bags","OUT!","120","6",0.88
"PET","100","453860","OUT Urine Stain&Odour Remover Spray","OUT!","481g","1",0.88
"PET","100","453921","OUT Spot On Flea Repellent Dog","OUT!","3 Vials x 0.75ml","3",0.95
"PET","100","453922","OUT Spot On Flea Repellent Cat","OUT!","6 x 1.0ml","6",0.95
"PET","GEN","345275","Out PetCare Stain and Odour Remover 750ml","OUT!","750ml","1",0.95
"PET","GEN","350304","Dog Out Urine Destroyer 1L","OUT!","945ml","1",0.95
"PET","GEN","416957","OUT No Chew for Dogs and Puppies 500ml","OUT!","500ml","1",0.88
"PET","LIT","453151","OUT Super Strength Stain and Odour Remover500ml","OUT!","500ml","1",0.88
