"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","CAT","454759","Perfect Fit Comp Dry Adult Chicken 750g","Perfect Fit","750g","1",1
"PET","CAT","454760","Perfect Fit Comp Dry Adult Salmon 750g","Perfect Fit","750g","1",1
"PET","CAT","454764","Perfect Fit Comp Dry Junior Chicken 750g","Perfect Fit","750g","1",0.93
"PET","CAT","454765","Perfect Fit Complete Dry Cat Food Senior 7+Chicken 750g","Perfect Fit","750g","1",1
"PET","CAT","454766","Perfect Fit Complete Dry Cat Food Sensitive 1+Turkey 750g","Perfect Fit","750g","1",1
"PET","DOG","454768","Perfect Fit Complete Dry Dog Food Adult 1+ >10kgChicken 2.6kg","Perfect Fit","2.6kg","1",1
"PET","DOG","454771","Perfect Fit Complete Dry Dog Food Senior 10+ <10kg Chicken 2.6kg","Perfect Fit","2.6kg","1",1
"PET","DOG","454772","Perfect Fit Complete Dry Dog Food Adult 1+ >10kgChicken 825g","Perfect Fit","825g","1",1
"PET","DOG","454773","Perfect Fit Complete Dry Dog Food Junior <1Chicken 825g","Perfect Fit","825g","1",1
"PET","DOG","454774","Perfect Fit Complete Dry Dog Food Adult 1+<10kg Chicken 825g","Perfect Fit","825g","1",1
