"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","PRE","284458","Play Doh Classic Colours 4pk","Play Doh","Multi","4","2 Years +",0.941666666666667
"TOY","PRE","298244","Play Doh Can Assortment","Play Doh","Multi","1","2 Years +",0.941666666666667
"TOY","PRE","448200","Play Doh Marvel Can Heads","Play Doh","Multi","1","3 Years +",0.941666666666667
