"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"KIT","CUT","447439","Viners Cutlery Set 16pcs and 2 Serving Spoons","Viners","18 piece","Silver","18 piece",0.95
"KIT","GLA","447440","Viners Cutlery Set 16 Piece + 4 Steak Knives","Viners","20 piece","Silver","20 pieces",1
