"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MED","274217","Seven Seas Cod Liver Oil Extra High Strength 30pk","Seven Seas",NA,"30",0.9125
"TOI","MED","274221","Seven Seas Cod Liver Oil Extra High Strength 300ml","Seven Seas","300ml","1",1
"TOI","MED","330042","Seven Seas Complete Joint Care 10pk","Seven Seas",NA,"10pk",0.9125
"TOI","MED","330043","Seven Seas Original Cod Liver Oil 170ml","Seven Seas","170ml",NA,0.8625
"TOI","MED","351630","Seven Seas Jointcare 30pk","Seven Seas","30pk","1",1
"TOI","MED","351663","Seven Seas Jointcare Advance 15pk","Seven Seas",NA,"15pk",0.9125
"TOI","MED","351665","Seven seas Trying For A Baby 28pk","Seven Seas",NA,"28pk",0.9125
"TOI","MED","351735","Seven Seas Multibionta 28pk","Seven Seas",NA,"28pk",0.9125
"TOI","MED","351736","Seven Seas Multibionta 50+ 30pk","Seven Seas",NA,"30pk",0.9125
"TOI","MED","351737","Seven Seas A-Z Multivitamins 28pk","Seven Seas",NA,"28pk",0.9125
"TOI","MED","49940","Seven Seas Pure Cod Liver Oil Capsules 525mg x 60","Seven Seas",NA,"60pk",0.9125
"TOI","MED","74124","Seven Seas Multivitamin Cod Liver Oil 30pk","Seven Seas",NA,"30pk",0.9125
"TOI","MED","84089","Seven Seas Pure Cod Liver Oil 140s","Seven Seas",NA,"140pk",0.9125
