"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"SBK","KFL","423019","Snifty Scented Pen Assorted","Snifty","14.50x 1.5cm","1",0.93
"SBK","KFL","423020","Snifty Scented Pencil with Eraser Asst","Snifty","22 x 1.2cm","1",0.93
