"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"GAR","WEE","260563","The Big Cheese Mouse and Rat Repeller 3pk","The Big Cheese","One Size","3pk",1
"GAR","WEE","260566","Big Cheese Multi Catch Mouse Trap","The Big Cheese","One Size","1",0.95
"GAR","WEE","283371","Big Cheese Block Bait 15g","The Big Cheese","15g","12",0.88
"GAR","WEE","313556","The Big Cheese Ultra Power Mouse Trap 2pk","The Big Cheese",NA,"2",0.9125
"GAR","WEE","330958","The Big Cheese Rat and Mouse Killer Bait Packs 5pk","The Big Cheese","200g","5",1
"GAR","WEE","342236","Big Cheese All Weather Bait 50 Blocks","The Big Cheese",NA,"50",0.81
"GAR","WEE","409378","Big Cheese Ultra Power Rat Trap Twinpack","The Big Cheese",NA,"2",0.8625
"GAR","WEE","428735","Big Cheese Rat Trap Baited Ready To Use","The Big Cheese","17.6cm x 8.3cm x 2.3cm","1",0.88
"GAR","WEE","441548","Big Cheese Ultra Power Bait Mouse Killer","The Big Cheese","6.5cm x 12.5cm x 22.5cm","2pk",0.88
"GAR","WEE","448694","Big Cheese Fresh Baited Mouse Trap RTU","The Big Cheese","10cm x 4.5cm x 2.0cm","2pk",0.88
