"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","BAT","189974","Palmolive Naturals Delicate Care Hand Wash 300ml","Palmolive","300ml",NA,NA,0.9125
"TOI","BAT","189975","Palmolive Naturals Nourishing With Milk and HoneyHand Wash 300ml","Palmolive","300ml",NA,"1",1
"TOI","BAT","207708","Palmolive Hand Wash Aquarium","Palmolive","300ml",NA,"1",1
"TOI","BAT","207711","Palmolive Shower Gel Milk Honey 250ml","Palmolive","250ml",NA,"1",1
"TOI","BAT","207712","Palmolive Shower Milk Black Orchid","Palmolive","250ml",NA,NA,0.9125
"TOI","BAT","313525","Palmolive Toilet Soap Moisture Care with Olive 4 x90g","Palmolive",NA,NA,"4",0.9125
"TOI","BAT","315936","Palmolive Shower Gel Coconut 250ml","Palmolive","250ml",NA,"1",1
"TOI","BAT","412902","Palmolive Aroma So Relaxed Shower Gel 250ml","Palmolive",NA,NA,"1",0.9125
"TOI","BAT","412903","Palmolive Aroma Feel The Massage Shower Gel 250ml","Palmolive",NA,NA,"1",0.9125
"TOI","BAT","412905","Palmolive Aroma Moments Feel Glamorous Shower Gel250ml","Palmolive",NA,NA,"1",0.9125
"TOI","BAT","412909","Palmolive Pearly Shower Gel 250mlSo Vibrant","Palmolive",NA,NA,"1",0.9125
"TOI","BAT","431637","Palmolive Gourmet  Body Butter Shower CremeChocolate Passion 250ml","Palmolive",NA,NA,NA,0.825
"TOI","BAT","431638","Palmolive Body Butter Shower Cream 250mlVanilla Pleasure","Palmolive",NA,NA,NA,0.825
"TOI","BAT","431639","Palmolive Body Butter Shower Cream 250mlStrawberry Touch","Palmolive",NA,NA,NA,0.825
"TOI","BAT","449844","Palmolive Body Butter Shower Cream 250mlMint Shake","Palmolive","250ml",NA,"1",1
"TOI","MEN","56602","Palmolive For Men Palm Extract Shave Stick 50g","Palmolive","50g","Multi","1",0.941666666666667
