"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Model Number","DQ Score"
"PET","DOG","454782","Wilko Best Dog Food Chicken Selection in Sauce","Wilko Best","6x100g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","310065","Wilko Best Dog Treats Chicken Fillets 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","310066","Wilko Best Dog Treats Duck Fillets 80g","Wilko Best","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","334043","Wilko Best Dog Treats Chicken and Fish Rolls 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","411005","Wilko Dog Treats Sweet Potato and Chicken Wrap100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","431490","Wilko Best Dog Treats Salmon Strips 90g","Wilko Best","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453789","Wilko Best Chicken Fillets Value Pack 400g","Wilko Best","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453790","Wilko Best Duck Fillets Value Pack 320g","Wilko Best","320g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453791","Wilko Best Pork and Apple Wraps 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"XMD","TRE","306504","Wilko 6ft Waverley Christmas Tree","Wilko Best","6ft","Green","1","PVC","Yes",NA,NA,NA,NA,NA,0.6
