"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","SUR","233269","Domestos Sink and Pipe Unblocker 500ml","Domestos","500ml",NA,0.9125
"CLE","TOI","1156840","Domestos Original Bleach 750ml","Domestos","750ml","1",1
"CLE","TOI","135697","Domestos Pink Power Bleach 750ml","Domestos","750ml",NA,0.9125
"CLE","TOI","186746","Domestos Bleach Aqua Blast 750ml","Domestos","750ml","1",1
"CLE","TOI","264216","Domestos Zero Limescale Toilet Limescale Remover750ml","Domestos","750ml",NA,0.9125
"CLE","TOI","277123","Domestos Bleach   Original Blue 2L","Domestos","2L","1",1
"CLE","TOI","293164","Domestos Bleach Citrus 750ml","Domestos","750ml","1",1
"CLE","TOI","333337","Domestos Toilet Wipes Fresh Fragrance 40pk","Domestos","40 Pack","40s",1
"CLE","TOI","339548","Domestos Ultra White N Shine 750ml","Domestos","750ml",NA,0.9125
"CLE","TOI","400123","Domestos Power Fresh Lime Toilet Gel 700ml","Domestos","700ml",NA,0.9125
"CLE","TOI","400124","Domestos Power Fresh Ocean Toilet Gel 700ml","Domestos","700ml",NA,0.9125
"CLE","TOI","400125","Domestos Power Fresh Citrus Toilet Gel 700ml","Domestos","700ml",NA,0.9125
"CLE","TOI","417765","Domestos 3in1 Rim Block Ocean","Domestos",NA,"1",0.9125
"CLE","TOI","421554","Domestos Rimblock Power 5 Lime 55g","Domestos","55g",NA,0.9125
"CLE","TOI","437751","Domestos Rimblock Power 5 Ocean","Domestos","55g","1",1
