"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","DQ Score"
"FOO","SXM","283019","Bailey's Twistwraps 135g","Baileys","135g","1","No",0.6
"FOO","SXM","441969","Bailey's Truffle Bar 80g","Baileys","80g","1","No",0.6
