"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","SAN","255194","Tampax Compak Super Plus Applicator Tampons 20pk","Tampax",NA,"20pk",0.9125
"TOI","SAN","255195","Tampax Compak Super Tampons 20pk","Tampax",NA,"20pk",0.9125
"TOI","SAN","255196","Tampax Compak Regular Applicator Tampons 20pk","Tampax",NA,"20",0.9125
"TOI","SAN","263698","Tampax Super Plus 20pk","Tampax","Super Plus","20pk",1
"TOI","SAN","263699","Tampax Super 20pk","Tampax",NA,"20",0.9125
"TOI","SAN","263700","Tampax Regular 20pk","Tampax","Regular","20pk",1
"TOI","SAN","279036","Tampax Pearl Regular 20pk","Tampax",NA,"20pk",0.9125
"TOI","SAN","279037","Tampax Pearl Super 18pk","Tampax",NA,"18pk",0.9125
"TOI","SAN","417533","Tampax Compak Pearl Super Plus 18pk","Tampax",NA,NA,0.825
"TOI","SAN","417534","Tampax Compak Pearl Super 18pk","Tampax",NA,NA,0.825
"TOI","SAN","417535","Tampax Compak Pearl Regular 18pk","Tampax",NA,NA,0.825
