"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","BAT","313499","Imperial Leather Ivory Bar Soap 4 x 100g +2 Free","Imperial Leather",NA,"4",0.9125
"TOI","BAT","32975","Imperial Leather Original Talcum Powder 300g","Imperial Leather","300g","1",1
"TOI","BAT","424413","Imperial Leather Shower Cream 250mlComforting Marshmallow","Imperial Leather",NA,"1",0.9125
"TOI","BAT","425248","Imperial Leather Shower Creme 250mlCoconut and Tiare Flower","Imperial Leather",NA,"1",0.9125
"TOI","BAT","425249","Imperial Leather Shower Cream 250mlMango and Papaya","Imperial Leather",NA,"1",0.9125
"TOI","BAT","430234","Imperial Leather Foamburst for Men 200mlCitrus and Sea Minerals","Imperial Leather",NA,"1",0.9125
"TOI","BAT","430235","Imperial Leather Foamburst Body WashCherry Blossom and Vanilla 200ml","Imperial Leather",NA,"1",0.9125
"TOI","BAT","450545","Imperial Leather Shower Cream 250mlFoamy Banana","Imperial Leather",NA,NA,0.825
"TOI","BAT","450546","Imperial Leather Marshmallow Bath 500ml","Imperial Leather",NA,NA,0.825
"TOI","BAT","450553","Imperial Leather Bath Cream 500mlFoamy Banana","Imperial Leather",NA,NA,0.825
"TOI","FEM","79305","Imperial Leather Anti-Perspirant Original 150ml","Imperial Leather","150ml","1",1
