"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"PET","100","314423","Beaphar Shampoo Odour Neutraliser 250ml","Beaphar","250ml",NA,NA,0.86
"PET","100","314441","Beaphar Multi Vitamin Paste Duo-Active 100g","Beaphar","100g",NA,NA,0.86
"PET","100","314442","Beaphar Hairball Paste 2in1 Remedy 100g","Beaphar","100g",NA,NA,0.9125
"PET","100","314712","Beaphar Tooth Gel for Dogs and Cats 100g","Beaphar","100g",NA,NA,0.86
"PET","100","314893","Beaphar Gentle Leader Large","Beaphar","Large","Multi",NA,0.93
"PET","CAT","416645","Beaphar Cat Flea Care Collar Assorted SparkleDesigns","Beaphar","From 12 weeks","Multi","1",1
"PET","CAT","56233","Beaphar Cat Worming Tablets Dual Pack","Beaphar","5kg",NA,NA,0.86
"PET","GEN","303603","Beaphar Toothpaste 100g","Beaphar","100g",NA,"1",0.93
"PET","GEN","350234","Beaphar Wound Ointment 30ml","Beaphar","30ml",NA,NA,0.86
"PET","GEN","350235","Beaphar Calming Spot On Dog","Beaphar",NA,NA,"1",0.86
"PET","GEN","80419","Beaphar Ear Drops for Cats and Dogs 15ml","Beaphar","15ml",NA,"1",0.93
"PET","SMA","303685","Beaphar Small Animal Cage Fresh Granules 600g","Beaphar","600g",NA,NA,0.9125
"PET","SMA","303686","Beaphar Small Animal Anti-Parasite Spot On 4pk","Beaphar",NA,NA,NA,0.825
