"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"KIT","BAP","435081","Cake Decor Chocoholic Vanilla Two Stripe Icing","Cake Decor","275g","1",0.93
"KIT","BAP","435082","Cake Decor Strawberry and Vanilla Two Stripe Icing","Cake Decor","275g","1",0.88
"KIT","BAP","435083","Cake Décor Hundreds and Thousands","Cake Decor","65g","1",0.88
"KIT","BAP","435084","Cake Décor Chocolatey Strands","Cake Decor","55g","1",0.88
"KIT","BAP","435085","Cake Décor Pink Glimmer Sugar","Cake Decor","70g","1",0.88
"KIT","BAP","435086","Cake Décor Micro Mallows","Cake Decor","14g","1",0.88
"KIT","BAP","435087","Cake Décor Glitter Spray Gold","Cake Decor","4g","1",0.88
"KIT","BAP","435088","Cake Décor Glitter Spray Silver","Cake Decor","4g","1",0.88
"KIT","BAP","435089","Cake Décor Bright Writing Icing 4pk","Cake Decor","76g","1",0.88
"KIT","BAP","435090","Cake Décor Choco Writers White","Cake Decor","80g","1",0.88
"KIT","BAP","435091","Cake Décor Choco Writers Milk","Cake Decor","80g","1",0.88
"KIT","BAP","435092","Cake Décor Ready To Roll Icing White","Cake Decor","250g","1",0.88
"KIT","BAP","435093","Cake Décor Ready To Roll Icing Red","Cake Decor","250g","1",0.88
"KIT","BAP","435094","Cake Décor Ready To Roll Icing Pink","Cake Decor","250g","1",0.88
