"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MEN","214459","Right Guard Total Defence 5 Fresh Anti-Perspirant48H 250ml","Right Guard","250ml","1",1
"TOI","MEN","214461","Right Guard Total Defence 5 Clean Anti-Perspirant48H 250ml","Right Guard","250ml","1",1
"TOI","MEN","237007","Right Guard Total Defence 5 Sport48H Anti-Perspirant 250ml","Right Guard","250ml","1",1
"TOI","MEN","237008","Right Guard Total Defence 5 Cool48H Anti-Perspirant 250ml","Right Guard","250ml","1",1
"TOI","MEN","333176","Right Guard Xtreme Body And Hair Shower GelCool 250ml","Right Guard","250ml","1",1
"TOI","MEN","333177","Right Guard Xtreme Body And Hair Shower GelEnergy 250ml","Right Guard","250ml","1",1
"TOI","MEN","333212","Right Guard Xtreme Body And Hair Shower GelFresh 250ml","Right Guard","250ml","1",1
"TOI","MEN","430698","Right Guard Xtreme Heat Control Anti-Perspirant150ml","Right Guard",NA,NA,0.825
"TOI","MEN","430762","Right Guard Xtreme Fresh Anti-Perspirant 150ml","Right Guard",NA,NA,0.825
"TOI","MEN","430764","Right Guard Xtreme Cool Anti-Perspirant 150ml","Right Guard",NA,NA,0.825
"TOI","MEN","433655","Right Guard Total Defence 5 Active PowerAnti-Perspirant 250ml","Right Guard",NA,"1",0.9125
"TOI","MEN","433656","Right Guard Xtreme Anti Perspirant 150mlInvisible","Right Guard",NA,"1",0.9125
