"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","100","314878","Harringtons Rich in Lamb and Rice 15kg","Harringtons","15kg","1",1
"PET","100","314879","Harringtons Rich in Turkey with Veg 15kg","Harringtons","15kg","1",1
"PET","100","453909","Harringtons Hypoallergenic Dog Food Lamb andBrown Rice 5kg","Harringtons","5kg","1",0.95
"PET","100","453910","Harringtons Hypoallergenic Turkey 5kg","Harringtons","5kg","1",0.95
"PET","DOG","303635","Harringtons Complete Dry Dog Food Turkey and Veg2kg","Harringtons","2kg","1",1
"PET","DOG","303636","Harringtons Complete Dry Dog Food Lamb and Rice2kg","Harringtons","2kg",NA,0.9125
"PET","DOG","411931","Harringtons Complete Dry Dog Food Turkey andVegetables 5kg","Harringtons","5kg","1",1
"PET","DOG","432833","Harringtons Complete Dry Dog Food Lamb and Rice5kg","Harringtons","5kg","1",1
"PET","DOG","453240","Harringtons Dry Dog Food Salmon 2kg","Harringtons","2kg","1",0.95
"PET","DOG","453242","Harringtons Dry Dog Food Senior 2kg","Harringtons","2kg","1",0.95
"PET","DOG","453252","Harringtons Dry Dog Food Puppy 2kg","Harringtons","2kg","1",0.95
"PET","SMA","405711","Harringtons Optimum Rabbit Food 2kg","Harringtons","2kg","1",1
