"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","SHC","236475","Pantene Smooth and Sleek Conditioner 360ml","Pantene","400ml",NA,"1",1
"TOI","SHC","236481","Pantene Smooth and Sleek Shampoo for Dry FrizzyHair 400ml","Pantene","400ml",NA,"1",1
"TOI","SHC","236482","Pantene Repair and Protect Conditioner 360ml","Pantene","400ml",NA,"1",1
"TOI","SHC","236483","Pantene Repair and Protect Shampoo for DamagedHair 400ml","Pantene","400ml",NA,"1",1
"TOI","SHC","239804","Pantene Pro-V Perfect Volume LightweightHairspray 300ml","Pantene","300ml","Multi","1",1
"TOI","SHC","239805","Pantene Pro-V Extra Strong Hold Hairspray 300ml","Pantene","300ml","Multi","1",1
"TOI","SHC","242479","Pantene Pro-V Ice Shine lightweight Hairspray300ml","Pantene","300ml","Multi","1",1
"TOI","SHC","252028","Pantene 2 in 1 Shampoo and Conditioner Smooth andSleek for Dry and Frizzy Hair 400ml","Pantene","400ml",NA,"1",1
"TOI","SHC","252029","Pantene Volume and Body Conditioner 360ml","Pantene","400ml",NA,NA,0.9125
"TOI","SHC","252053","Pantene Pro-V Ultra Strong Hold Hairspray 300ml","Pantene","300ml","Multi","1",1
"TOI","SHC","273854","Pantene Colour Protect Shampoo for Coloured Hair400ml","Pantene","400ml",NA,"1",1
"TOI","SHC","281796","Pantene 2 in 1 Shampoo and Conditioner ClassicClean For Normal Hair 400ml","Pantene","400ml",NA,"1",1
"TOI","SHC","281797","Pantene 2 in 1 Shampoo and Conditioner Volume andBody for Fine Hair 400ml","Pantene","400ml",NA,"1",1
"TOI","SHC","302584","Pantene Colour Protect and Smooth Conditioner360ml","Pantene","360ml",NA,"1",1
"TOI","SHC","449230","Pantene Foam Conditioner Repair Protect 180ml","Pantene",NA,NA,NA,0.825
"TOI","SHC","449249","Pantene 2in1 Classic Clean 250ml","Pantene",NA,NA,NA,0.825
"TOI","TRA","278803","Pantene Pro-V Conditioner Normal-Thick HairSmooth and Sleek 75ml","Pantene","75ml",NA,NA,0.9125
"TOI","TRA","278804","Pantene Pro-V Shampoo Normal-Thick Hair Smoothand Sleek 75ml","Pantene","75ml",NA,NA,0.9125
