"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"TOI","DEN","34246","Euthymol Toothpaste Original 75ml","Euthymol","75ml","Multi","1","No",0.65
