"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","SAN","100604","Bodyform Ultra Towels Normal 16pk","Bodyform",NA,"16pk",0.8
"TOI","SAN","117629","Bodyform Ultra Towels Normal Wings 14pk","Bodyform",NA,"14",0.8
"TOI","SAN","117632","Bodyform Ultra Towels Long Wings 12pk","Bodyform",NA,"12pk",0.8
"TOI","SAN","146236","Bodyform Ultra Towels Goodnight Wings 10pk","Bodyform",NA,"10",0.8
"TOI","SAN","157795","Bodyform Daily Fresh Liners String 30pk","Bodyform",NA,"30pk",0.8
"TOI","SAN","197930","Bodyform Daily Fresh Liners So Slim Wrapped 34pk","Bodyform",NA,"34pk",0.8
"TOI","SAN","246184","Bodyform Daily Fresh Liners Extra Long 24pk","Bodyform",NA,"1",0.75
"TOI","SAN","272958","Bodyform Ultra Towels Normal Scented 16pk","Bodyform",NA,"1",0.8
"TOI","SAN","272959","Bodyform Ultra Towels Normal Scented Wings 12pk","Bodyform",NA,"1",0.8
"TOI","SAN","272960","Bodyform Daily Fresh Liners So Slim ScentedWrapped 32pk","Bodyform",NA,"32",0.8
"TOI","SAN","329632","Bodyform Ultra Towels Normal Wings Duo 28pk","Bodyform",NA,"28pk",0.8
"TOI","SAN","352125","Bodyform Daily Fresh Liners Normal MultistyleWrapped 30pk","Bodyform",NA,"30pk",0.8
"TOI","SAN","74187","Bodyform Maxi Towels Normal 18pk","Bodyform",NA,"16pk",0.8
"TOI","SAN","74188","Bodyform Maxi Towels Long 16pk","Bodyform","Maxi","14pk",0.85
