"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"KIT","CUT","427957","Cole and Mason Style Salt and Pepper Set","Cole & Mason","1",0.81
"KIT","CUT","427958","Cole and Mason Beehive Shaker Set","Cole & Mason","1",0.81
"KIT","CUT","427959","Cole and Mason Capstan Salt and Pepper Set","Cole & Mason","1",0.81
