"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","ADU","433076","Staedtler Tradition Sketching Pencils Assorted Grades 12pk","Staedtler","Pencil 176x7x7mm","Multi","12",1
"SBK","DES","230107","Staedtler Pencils 5pk","Staedtler","5 pack",NA,"5",0.93
"SBK","DES","261179","Staedtler Pencil HB 5pk","Staedtler",NA,"Multi","5pk",0.93
"SBK","DES","302656","Staedtler Noris Eraser x 2","Staedtler",NA,NA,"2pk",0.9125
"SBK","DES","349402","Staedtler Sharpener","Staedtler",NA,NA,"1",0.9125
"SBK","DES","414619","Staedtler Ball 432 10pk","Staedtler",NA,NA,NA,0.79
"SBK","DES","414620","Staedtler Textsurfer Highlighters 4pk","Staedtler","Highlighter pen 121x24x17mm","Clear","4",1
"SBK","DES","432235","Staedtler Whiteboard Pen Lumocolour Box 4pk","Staedtler","Whiteboard pen 141x9x9mm","Multi","4",1
"SBK","DES","432245","Staedtler Whiteboard Markers Lumocolour 4pk","Staedtler",NA,"Clear","4",0.93
"SBK","KID","417636","Staedtler Noris Colour Box 24pk","Staedtler","Length 19.7cm, Width 17.5cm, Height 0.9cm",NA,"24pk",0.93
"SBK","KID","417638","Staedtler Ergosoft Coloured Pencil Box 12pk","Staedtler","175mm length, 8mm width, 8mm height",NA,"12",0.93
