"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","SAN","76715","Carefree Liner Fresh 20pk","Carefree","20",0.8
"TOI","SAN","82316","Carefree Breathable Single Wrapped Pantyliners20pk","Carefree","20pk",0.8
