"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","DQ Score"
"HOU","SCO","65682","Brillo Mr Muscle Multi-Use Soap Pads 10pk","Brillo","Silver","10pk",0.93
