"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","Capacity","DQ Score"
"DIY","MOT","310666","CarPlan Blue Star De-Icer Aerosol 600ml","Bluestar","600ml","1","No","600ml",0.6
