"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","DOG","193850","Bakers Complete Dry Dog Food with Tasty Beef andCountry Vegetables 5kg","Bakers","6kg",NA,0.9125
"PET","DOG","193859","Bakers Complete Dry Dog Food Chicken andVegetables 2.7kg","Bakers","2.7kg","1",1
"PET","DOG","209981","Bakers Complete Dry Dog Food with Tasty Beef andCountry Vegetables 1.35kg","Bakers","1.35kg",NA,0.9125
"PET","DOG","236028","Bakers Complete Dry Dog Food Meaty Meals withTender Beef 1kg","Bakers","1kg",NA,0.9125
"PET","DOG","245724","Bakers Complete Dry Dog Food Chicken and CountryVegetables 5kg","Bakers","5kg","1",1
"PET","DOG","252412","Bakers Complete Dry Puppy Food with Tasty Beefand Country Vegetables 1kg","Bakers","1kg","1",1
"PET","DOG","252414","Bakers Complete Dry Senior Food with TastyChicken Rice and Country Vegetables 1kg","Bakers","1kg","1",1
"PET","DOG","252416","Bakers Complete Dry Dog Food with Tasty Chicken1kg","Bakers","1KG",NA,0.9125
"PET","DOG","252426","Bakers Complete Dry Dog Food with Tasty Beef 2.7kg","Bakers","2.7kg",NA,0.9125
"PET","DOG","252570","Bakers Complete Dry Dog Food Chicken andVegetables 1.35kg","Bakers","1.535kg","1",1
"PET","DOG","282937","Bakers Complete Dry Dog Food Weight Control 1kg","Bakers","1kg","1",1
"PET","DOG","292458","Bakers Complete Dry Dog Food with Tasty Beef andCountry Vegetables for Small Dogs 1kg","Bakers","1kg","1",1
"PET","DOG","336144","Bakers Dog Food Chicken and Vegetables 1kg","Bakers","1Kg","1",1
"PET","DOG","336171","Bakers Complete Dry Small Dog Food Meaty MealsWith Tasty Beef 1kg","Bakers","1kg","1",1
"PET","TRT","149887","Bakers Allsorts Dog Treats 98g","Bakers","98g",NA,0.9125
"PET","TRT","232313","Bakers Dog Treats Bacon Flavour Sizzlers 120g","Bakers","120g",NA,0.9125
"PET","TRT","245726","Bakers Dog Treats Whirlers 150g","Bakers","150g","1",1
"PET","TRT","258070","Bakers Dog Treats Chicken Dental Sticks 7pk","Bakers","230g","7",1
"PET","TRT","267181","Bakers Dog Treats Meaty Twist 180g","Bakers","180g",NA,0.9125
"PET","TRT","303696","Bakers Dog Treat Jumbo Meaty Twist 200g","Bakers","200g",NA,0.9125
"PET","TRT","303701","Bakers Dog Treat Dental Delicious Large 270g","Bakers","Large","7pk",1
"PET","TRT","316266","Bakers Dog Treats Chicken Joint for Medium Dogs 7x 180g","Bakers","180g","7",1
"PET","TRT","316267","Bakers Dog Treats Joint Delicious Chicken forLarge Dogs 7pk 240g","Bakers","240g","7",1
"PET","TRT","346555","Bakers Dog Treats Mini Steaks 150g","Bakers","150g","1",1
"PET","TRT","450193","Bakers Dog Food Meaty Cuts Chicken 70g","Bakers","70g","1",1
