"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"151437","RolaBond Carpet and Vinyl Metal Edgings Z SectionSilver 800mm","RolaBond","Carpet Edging",NA,"1","800mm",0.93
"169786","RolaBond Universal Carpet Gripper 12.2m/40ft/Approx.","RolaBond","Carpet Gripper",NA,"8pk","12.2m Approx",0.93
"2848740","RolaBond Carpet and Vinyl Metal Edgings Dual GripStandard Silver 800mm","RolaBond","Carpet Edging",NA,NA,"800mm",0.86
"2848940","RolaBond Metal Edging Coverstrip Aluminium M104","RolaBond","Carpet Edging",NA,"1","800mm",0.93
"2849140","RolaBond Carpet and Vinyl Metal Edgings Vinyl EdgeSmall Silver 90cmx2.8cm","RolaBond","Carpet Edging",NA,NA,"90cmx2.8cm",0.86
"2849240","RolaBond Hardwood and Vinyl Metal Edgings Vinyl Cover Strip Silver M107 90cmx2.5cm","RolaBond","Carpet Edging",NA,NA,"90cmx2.5cm",0.86
"59489","RolaBond Hardwood and Vinyl Metal Edgings Coverstrip Extra Wide Silver 90cm x 6cm","RolaBond","Carpet Edging",NA,"1","90cmx6cm",0.93
"341317","Unibond Double Sided Tape 38mm x 5m","Unibond","Adhesive Tape and dispensers",NA,"1","38mmx5m",0.93
"341319","Unibond Permanent Carpet Tape 38mm x 5m","Unibond","Carpet Tape",NA,"1","38mmx5m",0.93
"151446","Wilko Natural Wood Flooring Trim H100-N 80cm x 9cm","Wilko","Wood Floor Trim",NA,"1","80x9cm",0.93
"340855","Wilko Laminate Curved Edge Silver M131","Wilko","Carpet Edging",NA,"1","1 Pack",0.93
"342921","Wilko Heavy Duty Spray Adhesive For Carpets","Wilko","Adhesive Spray",NA,"1",NA,0.86
