"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"TOI","COL","280803","Collection Gel Liner 4 Hustle 6ml","Collection 2000",0.81875
"TOI","COL","280804","Collection Gel Liner 5 Le Freak 6ml","Collection 2000",0.81875
"TOI","COL","280822","Collection Gel Liner Shake it Up! 11 6ml","Collection 2000",0.81875
"TOI","COL","280847","Collection Illuminating Touch ConcealerNaked 1 2.5g","Collection 2000",0.81875
"TOI","COL","280848","Collection Illuminating Touch ConcealerNatural 2 2.5g","Collection 2000",0.81875
"TOI","COL","280849","Collection Illuminating Touch ConcealerGlow 3 2.5g","Collection 2000",0.81875
"TOI","COL","280901","Collection Pressed Powder 18 Ivory 17g","Collection 2000",0.81875
"TOI","COL","280902","Collection Powder 24 Misty Beige 17g","Collection 2000",0.81875
"TOI","COL","280903","Collection Powder 3 Translucent 17g","Collection 2000",0.81875
"TOI","COL","296174","Collection 24hr Felt Liner 1 Black  7.8g","Collection 2000",0.81875
"TOI","COL","296176","Collection 24hr Felt Liner 3 Blue 7.8g","Collection 2000",0.81875
"TOI","COL","296178","Collection Extreme Mascara 1 Black 9ml","Collection 2000",0.81875
"TOI","COL","298406","Collection Cover Up Stick 14 Honey Beige 4g","Collection 2000",0.775
"TOI","COL","302198","Collection Lipgloss 1 Body Pop 5ml","Collection 2000",0.81875
"TOI","COL","304507","Collection Lipgloss 2 Beat Box 5ml","Collection 2000",0.775
"TOI","COL","312510","Collection Luscious Lashes Glam Volume","Collection 2000",0.95
"TOI","COL","312511","Collection Luscious Lashes Natural Length","Collection 2000",0.95
"TOI","COL","337376","Collection Nail Polish 3 Vixen Red 12ml","Collection 2000",0.775
"TOI","COL","337378","Collection Nail Polish 5 Coral Reef 12ml","Collection 2000",0.81875
"TOI","COL","337380","Collection Nail Polish 7 Rasberry 12ml","Collection 2000",0.81875
"TOI","COL","337382","Collection Nail Polish 9 Chiffon Haze 12ml","Collection 2000",0.81875
"TOI","COL","337383","Collection Nail Polish 10 Almost Nude 12ml","Collection 2000",0.81875
"TOI","COL","337388","Collection Pencil 1 Vanilla Sky 3.5G","Collection 2000",0.81875
"TOI","COL","337390","Collection Pencil 3 Vintage Blush 3.5G","Collection 2000",0.81875
"TOI","COL","347334","Collection Mascara 17 Ultra Black 8ml","Collection 2000",0.81875
"TOI","COL","347342","Collection Mascara 17 Ultra Black Waterproof 8ml","Collection 2000",0.81875
"TOI","COL","347347","Collection Foundation Porcelain 30ml","Collection 2000",0.81875
"TOI","COL","347353","Collection Foundation 2 Ivory 30ml","Collection 2000",0.81875
"TOI","COL","347354","Collection  Foundation Cool Beige 30ml","Collection 2000",0.81875
"TOI","COL","347355","Collection  Foundation Warm Beige 30ml","Collection 2000",0.81875
"TOI","COL","347360","Collection Concealer 1 Fair 6.5g","Collection 2000",0.81875
"TOI","COL","347361","Collection Concealer 2 Cool Med 6.5g","Collection 2000",0.81875
"TOI","COL","347445","Collection Concealer 3 Warm Medium 6.5g","Collection 2000",0.81875
"TOI","COL","347446","Collection  Powders 1 Fair 9g","Collection 2000",0.81875
"TOI","COL","347447","Collection Powders 2 Medium 9g","Collection 2000",0.81875
"TOI","COL","347448","Collection Bronze Glow 1 Sunkissed 19g","Collection 2000",0.81875
"TOI","COL","347450","Collection Glow- Shimmering 2 Medium 15g","Collection 2000",0.81875
"TOI","COL","347451","Collection Glow Matt 1 Terracotta 15g","Collection 2000",0.81875
"TOI","COL","347453","Collection Bronze Glow Mosaic 2 15g","Collection 2000",0.81875
"TOI","COL","352153","Collection Blush Bashful","Collection 2000",0.73125
"TOI","COL","352155","Collection Blush Trouble","Collection 2000",0.73125
"TOI","COL","352156","Collection Eyebrow Kit Blonde","Collection 2000",0.76875
"TOI","COL","352157","Collection 24hr Felt  Liner 5 Brown 7.8g","Collection 2000",0.76875
"TOI","COL","352158","Collection Colour Lash Mascara 1 Clear 8ml","Collection 2000",0.73125
"TOI","COL","352159","Collection Colour Lash Mascara 2 Black 8ml","Collection 2000",0.81875
"TOI","COL","352160","Collection Colour Lash Mascara Brown 3","Collection 2000",0.81875
"TOI","COL","352161","Collection Colour Lash Mascara 4 Blue 8ml","Collection 2000",0.81875
"TOI","COL","400649","Collection Concealer 4 Dark 6.5g","Collection 2000",0.81875
"TOI","COL","400657","Collection Nail Polish 11 Stormy Grey 12ml","Collection 2000",0.81875
"TOI","COL","409065","Collection Lengthening Mascara 17 Ultra Black","Collection 2000",0.775
"TOI","COL","409066","CollectionLengthening Mascara 17 UltraBlack Waterproof","Collection 2000",0.775
"TOI","COL","417267","Collection Naturally Matt Foundation Porcelain 1","Collection 2000",0.73125
"TOI","COL","417268","Collection Naturally Matt Foundation Ivory 2","Collection 2000",0.73125
"TOI","COL","417269","Collection Naturally Matt Foundation Cool Beige 3","Collection 2000",0.775
"TOI","COL","417270","Collection Naturally Matt Foundation Warm Beige 4","Collection 2000",0.73125
"TOI","COL","417271","Collection Naturally Matt Foundation Honey 5","Collection 2000",0.73125
"TOI","COL","417273","Collection Eyes Uncovered Eye Shadow Palettes Nude","Collection 2000",0.775
"TOI","COL","417275","Collection Eyes Uncovered Eye Palettes 6g","Collection 2000",0.775
"TOI","COL","417288","Collection 2in1 Long and Strong Treatment Clear 1","Collection 2000",0.73125
"TOI","COL","417289","Collection French Manicure French White 1","Collection 2000",0.73125
"TOI","COL","417290","Collection French Manicure French Pink 2","Collection 2000",0.775
"TOI","COL","417291","Collection French Manicure French Beige 3","Collection 2000",0.73125
"TOI","COL","417292","Collection Nail Polish Remover","Collection 2000",0.73125
"TOI","COL","422386","Collection Speedy Blush Sticks Tickled Pink","Collection 2000",0.73125
"TOI","COL","422387","Collection Speedy Blush Sticks Cheeky","Collection 2000",0.73125
"TOI","COL","422388","Collection Speedy Blush Sticks Pinch Me","Collection 2000",0.6875
"TOI","COL","422389","Collection Eyebrow Kit Brunette","Collection 2000",0.73125
"TOI","COL","422390","Collection Gorgeous Glow Blush Block","Collection 2000",0.73125
"TOI","COL","422391","Collection Gorgeous Glow Bronzing Block","Collection 2000",0.73125
"TOI","COL","422400","Collection Lasting Colour Lipstick Mango Crush","Collection 2000",0.73125
"TOI","COL","422402","Collection Lasting Colour Lipstick Pink Fusion","Collection 2000",0.73125
"TOI","COL","422403","Collection Lasting Colour Lipstick Cupcake Pink","Collection 2000",0.73125
"TOI","COL","422404","Collection Lasting Colour Lipstick Delicious Candy","Collection 2000",0.73125
"TOI","COL","422405","Collection Lasting Colour Lipstick Mulberry Burst","Collection 2000",0.73125
"TOI","COL","422406","Collection Lasting Colour Lipstick China Rose","Collection 2000",0.73125
"TOI","COL","422407","Collection Lasting Colour Lipstick Fig Delight","Collection 2000",0.73125
"TOI","COL","422408","Collection Lasting Colour Lipstick Amethyst Shine","Collection 2000",0.73125
"TOI","COL","422409","Collection Lasting Colour Lipstick Poppy Glam","Collection 2000",0.73125
"TOI","COL","422410","Collection Lasting Colour Lipstick Aubergine Kiss","Collection 2000",0.73125
"TOI","COL","422411","Collection Lasting Colour Lipstick Blackberry Fool","Collection 2000",0.73125
"TOI","COL","422412","Collection Lasting Colour Matt LipstickTaffeta Bloom","Collection 2000",0.73125
"TOI","COL","422415","Collection Lasting Colour Matt Lipstick Pink Diva","Collection 2000",0.73125
"TOI","COL","422416","Collection Lasting Colour Matt Lipstick Red Carpet","Collection 2000",0.73125
"TOI","COL","422417","Collection Lasting Colour Matt Lipstick PlumSensation","Collection 2000",0.73125
"TOI","COL","422419","Collection Lasting Colour Lipstick Café au lait","Collection 2000",0.73125
"TOI","COL","425912","Collection Speedy Highlighter Pearl Sheen","Collection 2000",0.775
"TOI","COL","425917","Collection Illuminating Touch FoundationWarm Beige","Collection 2000",0.775
"TOI","COL","425918","Collection Illuminating Touch Foundation Honey","Collection 2000",0.775
"TOI","COL","425919","Collection Illuminating Touch Foundation Golden","Collection 2000",0.73125
"TOI","COL","436090","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.95
"TOI","COL","436091","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436092","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436093","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.95
"TOI","COL","436094","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436096","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436097","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436098","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436099","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436100","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436101","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.81
"TOI","COL","436102","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436103","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.95
"TOI","COL","436104","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436105","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436106","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.95
"TOI","COL","436107","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436108","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436109","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436110","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436111","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436112","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.95
"TOI","COL","436113","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436114","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436115","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436116","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",0.88
"TOI","COL","436117","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000",0.88
"TOI","COL","436118","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000",0.775
"TOI","COL","436119","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000",0.95
"TOI","COL","436120","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000",0.95
"TOI","COL","436121","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000",0.95
"TOI","COL","436122","Collection Pore Minimiser Primer 25ml","Collection 2000",0.95
"TOI","COL","436123","Collection Reviving and Anti Fatigue IlluminatingPrimer 25ml","Collection 2000",0.95
"TOI","COL","436124","Collection Reviving and Anti Fatigue IlluminatingPrimer 25ml","Collection 2000",0.95
"TOI","COL","436125","Collection Reviving and anti fatigue IlluminatingPrimer 25ml","Collection 2000",0.95
"TOI","COL","436126","Collection Eyes Uncovered Eye Palettes 6g","Collection 2000",0.95
"TOI","COL","436127","Collection Eyes Uncovered Eye Palettes 6g","Collection 2000",0.88
"TOI","COL","436130","Collection Fast Stroke Defining Mascara 9ml","Collection 2000",0.88
"TOI","COL","436131","Collection Fast Stroke Defining Mascara 9ml","Collection 2000",0.88
"TOI","COL","436132","Collection Fast Stroke Defining Mascara 9ml","Collection 2000",0.88
"TOI","COL","436133","Collection Fast Stroke Defining Mascara 9ml","Collection 2000",0.88
"TOI","COL","436134","Collection Fast Stroke Defining Mascara 9ml","Collection 2000",0.88
"TOI","COL","436234","Collection Contour Kit","Collection 2000",0.95
"TOI","COL","440537","Collection Contour Stick Light","Collection 2000",0.95
"TOI","COL","440538","Collection Contour Stick Medium","Collection 2000",0.95
"TOI","COL","440539","Collection Contour Stick Dark","Collection 2000",0.775
"TOI","COL","440540","Collection Illuminating Touch Under Eye Brightener","Collection 2000",0.81
"TOI","COL","440541","Collection Supersize Mascara Black","Collection 2000",0.81
"TOI","COL","440542","Collection Supersize Mascara Brown/Black","Collection 2000",0.81
"TOI","COL","440543","Collection Supersize Mascara Ultra Black","Collection 2000",0.81
"TOI","COL","440544","Collection Solar Shine Gel Nail Colour Top Coat","Collection 2000",0.81
"TOI","COL","440545","Collection Solar Shine Gel Nail Colour OysterPearl","Collection 2000",0.81
"TOI","COL","440546","Collection Solar Shine Gel Nail Colour Just Beachy","Collection 2000",0.81
"TOI","COL","440547","Collection Solar Shine Gel Nail Colour CaribbeanCrush","Collection 2000",0.81
"TOI","COL","440548","Collection Solar Shine Gel Nail Colour Sunset Pink","Collection 2000",0.81
"TOI","COL","440549","Collection Solar Shine Gel Nail Colour SultrySorent","Collection 2000",0.81
"TOI","COL","440551","Collection Solar Shine Gel Nail Colour Dreamy Days","Collection 2000",0.81
"TOI","COL","440552","Collection Solar Shine Gel Nail Colour BiaritzBlitz","Collection 2000",0.81
"TOI","COL","440553","Collection Solar Shine Gel Nail Colour JungleFever","Collection 2000",0.81
"TOI","COL","440554","Collection Deluxe Lip Lacquer Prom Queen","Collection 2000",0.81
"TOI","COL","440555","Collection Deluxe Lip Lacquer Show off","Collection 2000",0.81
"TOI","COL","440556","Deluxe Lip Lacquer Red Carpet","Collection 2000",0.81
"TOI","COL","440557","Collection Deluxe Lip Lacquer Raspberry Kisses","Collection 2000",0.81
"TOI","COL","440558","Collection Deluxe Lip Lacquer Dancing Queen","Collection 2000",0.81
"TOI","COL","440559","Collection Deluxe Lip Lacquer Sparkling Lights","Collection 2000",0.81
"TOI","COL","443824","Collection Primed & Ready Concealer Kit","Collection 2000",0.775
"TOI","COL","443825","Collection Invisible Setting Powder poweredby Witch","Collection 2000",0.775
"TOI","COL","443826","Collection Illuminating Setting Powder","Collection 2000",0.775
"TOI","COL","443827","Collection Velvet Kiss Lip Cream Cotton Candy","Collection 2000",0.775
"TOI","COL","443829","Collection Velvet Kiss Lip Cream Rosie","Collection 2000",0.775
"TOI","COL","443833","Collection Extreme Calligraphy Eyeliner Black","Collection 2000",0.775
"TOI","COL","454009","Collection Volumax Maximum Volume Mascara andLengthening Lash Primer Ultra Black","Collection 2000",0.88
"TOI","COL","454010","Collection Volumax Maximum Volume Mascara andLengthening Lash Primer Black","Collection 2000",0.88
"TOI","COL","454011","Collection Volumax Maximum Volume Mascara andLiquid Eyeline Primer Ultra Black","Collection 2000",0.88
"TOI","COL","454012","Collection Volumax Maximum Volume  Mascara andLiquid Eyeline Primer Ultra Black Waterproof","Collection 2000",0.88
"TOI","COL","454014","Collection Primed and Ready Colour CorrectivePalette","Collection 2000",0.95
"TOI","COL","454015","Collection Primed and Ready Fixing Spray","Collection 2000",0.95
"TOI","COL","454297","Collection Volumax Maximum Volume Mascara andLengthing Lash Primer Ultra Black Waterproof","Collection 2000",0.88
"TOI","CRE","431293","Complete Care 7 in 1 treatment 13.3 ml","Sally Hansen",0.95
"TOI","CRE","445146","Miracle Gel Nail Polish Crème De La Crème","Sally Hansen",0.88
"TOI","DEN","267136","Arm and Hammer Toothpaste Advance White 75ml","Arm & Hammer",0.6
"TOI","DEN","34154","Dentu Creme Denture Cleaning ToothpasteFresh Mint 48ml","Dentu-Creme",0.6
"TOI","DEN","210297","Dentyl Mouthwash Active Plaque FighterFresh Clove 500ml","Dentyl pH",0.6
"TOI","DEN","352776","Dentyl Active Plaque Fighter Smooth Mint Mouthwash500ml","Dentyl pH",0.6
"TOI","DEN","191872","Oral-B Precision Clean Replacements Brush Heads2pk","Oral B",0.6
"TOI","DEN","207219","Oral- B  Precison Clean Replacement Brush Heads4pk","Oral B",0.6
"TOI","DEN","293473","Oral-B Pro Expert Pulsar Toothbrush Medium 1pk","Oral B",0.6
"TOI","DEN","293474","Oral- B  Complete Mouthwash Alcohol Free 500ml","Oral B",0.6
"TOI","DEN","307772","Oral- B Toothpaste  1 2 3 100ml","Oral B",0.6
"TOI","DEN","307784","Oral- B Toothpaste Pro Expert Whitening  Mint 75ml","Oral B",0.6
"TOI","DEN","307785","Oral- B Toothpaste Pro Expert Professional ProtectClean Mint 75ml","Oral B",0.6
"TOI","DEN","307788","Oral-B Toothpaste Pro-Expert Sensitive  and GentleWhitening Mint 75ml","Oral B",0.6
"TOI","DEN","321615","Oral-B  Electric Toothbrush PRO600 Cross Action","Oral B",0.6
"TOI","DEN","338368","Oral-B  Electric Toothbrush PRO600 White and Clean","Oral B",0.6
"TOI","DEN","339396","Oral-B Mouthwash Pro Expert ProfessionalProtection 500ml","Oral B",0.6
"TOI","DEN","341097","Oral-B Toothbrush Classic Care Medium40 2pk","Oral B",0.6
"TOI","DEN","352447","Oral-B Toothbrush 123 Indicator Medium 35 1pk","Oral B",0.6
"TOI","DEN","402813","Oral-B Pro 2000  Electric Toothbrush 3D Action","Oral B",0.6
"TOI","DEN","418262","Oral-B Replacement Brush Heads CrossAction 4pk","Oral B",0.6
"TOI","DEN","418263","Oral-B Replacement Brush Heads Cross Action 2pk","Oral B",0.6
"TOI","DEN","437532","Oral- B  Toothpaste 3D White Luxe Perfection 75ml","Oral B",0.6
"TOI","DEN","437533","Oral- B 3D White Brilliance 40 Medium 1pk","Oral B",0.6
"TOI","DEN","437534","Oral- B Mouthwash 3DW Luxe Rinse 500ml","Oral B",0.6
"TOI","DEN","437537","Oral- B Kids Toothpaste Frozen Stages 75ml","Oral B",0.55
"TOI","DEN","437538","Oral-B Kids Toothbrush Manual Frozen 1pk","Oral B",0.6
"TOI","DEN","447670","Oral-B Kids Toothbrush Frozen Battery Operated","Oral B",0.6
"TOI","DEN","432815","Chlorhexidine Gluconate Mouthwash Peppermint300ml","Wilko",0.6
"TOI","DEN","319853","Wisodom Clean Between Interdental Brushes  Medium20pk","Wisdom",0.6
"TOI","FAA","298174","Skin Therapy Cotton Wool Pleat 200g","Wilko",0.95
"TOI","FAC","338589","Freederm Deep Pore Cleansing Wipes 25pk","Freedom",0.8625
"TOI","FAC","338590","Freederm Exfoliating Daily Wash 150ml","Freedom",0.8625
"TOI","FAC","338592","Freederm Face Gel 10g","Freedom",0.8625
"TOI","FAC","446032","Derma Rescue Oil 75ml","Healthpoint",0.8625
"TOI","FAC","331759","Clean & Clear Exfoliating Wash 150ml","Johnsons",0.8625
"TOI","FAC","163986","Norwegian Formula Hand Cream 50ml","Neutrogena",0.8625
"TOI","FAC","269798","Norweigan Formula Hand Cream Unscented  50ml","Neutrogena",0.95
"TOI","FAC","351488","Norweigen Formula Hand Cream 75ml","Neutrogena",0.95
"TOI","FAC","351489","Norwegian Formula Body Lotion 400ml","Neutrogena",0.95
"TOI","FAC","347843","Skin Therapy Sensitive Skin Fragrance Free Wipes25pk","Wilko",0.8625
"TOI","FAC","347844","Skin Therapy Normal and Combination LightyFragranced Wipes 25pk","Wilko",0.8625
"TOI","FAC","347845","Skin Therapy Tea Tree  Wipes 25pk","Wilko",0.8625
"TOI","FAC","347909","Skin Therapy Sensitive Skin Cleanser 150ml","Wilko",0.8625
"TOI","FAC","347910","Skin Therapy Sensitive Skin Toner 150ml","Wilko",0.95
"TOI","FAC","347911","Skin Therapy Sensitive Skin Light Moisturiser75ml","Wilko",0.95
"TOI","FAC","348116","Skin Therapy Sensitive Skin Face Wash 150ml","Wilko",0.95
"TOI","FAC","348121","Skin Therapy Tea Tree Face Wash 150ml","Wilko",0.95
"TOI","FAC","348122","Skin Therapy TeaTree Blemish Serum 30ml","Wilko",0.95
"TOI","FAC","348552","Skin Therapy Tea Tree Moisture Lotion 75ml","Wilko",0.95
"TOI","FAC","348553","Spotless Intense Rapid Treatment Gel 15ml","Wilko",0.95
"TOI","FAC","348555","Spotless Deepclean Daily Face Wash 150ml","Wilko",0.95
"TOI","FAC","348561","Kiss Light Reflecting Facial Primer 30ml","Wilko",0.95
"TOI","FAC","348862","Kiss Lip Scrub 10g","Wilko",0.88
"TOI","FAC","421445","Skin Therapy Sensitive Skin Facial Scrub 150ml","Wilko",0.95
"TOI","FAC","421446","Skin Therapy Tea Tree Facial Scrub 150ml","Wilko",0.95
"TOI","FAC","450522","Kiss Exfoliating Body Scrub 200ml","Wilko",0.95
"TOI","FEM","412101","Mitchum Anti-Perspirant Showerfresh 150ml","Revlon",0.775
"TOI","FEM","430855","Mitchum Ultimate Gel Powder Fresh 57g","Revlon",0.775
"TOI","FEM","456467","Charlie Bodyspray Peach Passion 75ml","Revlon",0.8125
"TOI","FEM","430686","Right Guard Female Xtrm Invisible 150ml","Schwarzkopf",0.95
"TOI","FEM","430690","Right Guard Women Anti Perspirant 48HTotal Defence Sport 250ml","Schwarzkopf",0.95
"TOI","FEM","430780","Right Guard Women Anti Perspirant 72H Cool150ml","Schwarzkopf",0.95
"TOI","FEM","449875","Right Guard Womens Anti Perspirant 150mlPure","Schwarzkopf",0.95
"TOI","FEM","450012","Right Guard Female Anti Perspirant 250mlTotal Defence 5 Invisible","Schwarzkopf",0.95
"TOI","FEM","450013","Right Guard Women Anti Persipirant 250mlTotal Defence 5 Pure","Schwarzkopf",0.95
"TOI","FEM","249816","So...? Perfumed Body Spray 75ml","So... ",0.95
"TOI","FEM","249817","So...? Kiss Me Body Spray 75ml","So... ",0.95
"TOI","FEM","249819","So...? Sinful Body Spray 75ml","So... ",0.95
"TOI","FEM","450096","So…? Pink Grapefruit Body Mist 100ml","So... ",0.95
"TOI","FEM","450100","So…? Iced Melon Mody Mist 100ml","So... ",0.95
"TOI","FEM","450101","So…? Fresh Floral Body Mist 100ml","So... ",0.95
"TOI","FEM","449856","Quattro for Women Bikini Razor","Wilkinson Sword",0.716666666666667
"TOI","FOO","439861","Bear Safari Paws Pure Fruit Shapes 20gOrange and Strawberry","Bear Fruit",0.716666666666667
"TOI","FOO","439862","Bear Arctic Paws Pure Fruit Shapes 20gRaspberry and Blueberry","Bear Fruit",0.716666666666667
"TOI","FOO","439863","Bear Dino Paws Pure Fruit Shapes 20gStrawberry and Apple","Bear Fruit",0.716666666666667
"TOI","FOO","288457","Cow & Gate Infant Milk Hungrier Babies 900g","Cow n Gate",0.88
"TOI","FOO","288458","Cow & Gate First Infant Milk Stage 1 200ml","Cow n Gate",0.81
"TOI","FOO","288459","Cow & Gate Infant Milk Hungrier Babies 200ml","Cow n Gate",0.81
"TOI","FOO","288460","Cow And Gate Baby MilkFollow On 2 900g","Cow n Gate",0.88
"TOI","FOO","288461","Cow & Gate First Infant Milk Stage 1 900g","Cow n Gate",0.88
"TOI","FOO","288512","Cow & Gate Follow on Milk Stage 3 900g","Cow n Gate",0.88
"TOI","FOO","288513","Cow & Gate Growing Up Milk 1 Year Plus 900g","Cow n Gate",0.81
"TOI","FOO","290545","Cow & Gate Pure Baby Rice 100g","Cow n Gate",0.88
"TOI","FOO","290553","Cow & Gate Spaghetti Bolognese 200g","Cow n Gate",0.88
"TOI","FOO","290556","Cow & Gate Grandpas  Sunday Lunch 125g","Cow n Gate",0.88
"TOI","FOO","290563","Cow & Gate Growing Up Milk 1-2 Years 200ml","Cow n Gate",0.81
"TOI","FOO","352386","Cow & Gate Baby Porridge Banana 125g","Cow n Gate",0.95
"TOI","FOO","352482","Cow & Gate Baby Fruit PotApricot And Strawberry 4x100g","Cow n Gate",0.95
"TOI","FOO","352488","Cow & Gate My 1st Spaghetti Bolognese 125g","Cow n Gate",0.95
"TOI","FOO","352491","Cow & Gate Creamy Cauliflower  Cheese 200g","Cow n Gate",0.95
"TOI","FOO","338297","Heniz Smooth Apple and Strawberry 100g","Heinz",0.88
"TOI","FOO","338299","Heniz Baby Sweet Potato Parsnip and Apple","Heinz",0.81
"TOI","FOO","339750","Heniz Sweet Potato Chicken and Veggies 130g","Heinz",0.88
"TOI","FOO","422586","Heniz Apple and Blackcurrant Jucie 500ml","Heinz",0.95
"TOI","FOO","422589","Heniz Red Berry Fruit Jucie 500ml","Heinz",0.95
"TOI","FOO","457169","Farleys Strawberry and Peach Biscotti","Heinz",0.76
"TOI","FOO","288821","Finger Foods Organic Sweetcorn Hoops 20g","Organix",0.88
"TOI","FRU","347562","Fruits Body Scrub CFruits Body Scrub Coconut 250ml","Wilko",0.95
"TOI","HAI","140875","Nice’n Easy Semi-Permanent Medium Ash Brown 77","Clairol",0.88
"TOI","HAI","140877","Nice'n Easy Semi-Permanent Dark Blonde 91","Clairol",0.88
"TOI","HAI","140879","Nice'n Easy Semi-Permanent Light Brown 755","Clairol",0.88
"TOI","HAI","140882","Nice'n Easy Semi-Permanent Light Golden Brown 76","Clairol",0.88
"TOI","HAI","140883","Nice'n Easy Semi-Permanent Medium Brown 765","Clairol",0.88
"TOI","HAI","140884","Nice'n Easy Semi-Permanent Dark Brown 79","Clairol",0.88
"TOI","HAI","140978","Nice’n Easy Semi-Permanent Medium GoldenBrown 78","Clairol",0.88
"TOI","HAI","213919","Nice'n Easy Permanent Hair Dye Natural Light BeigeBlonde 9B","Clairol",0.88
"TOI","HAI","213925","Nice'n Easy Permanent Natural Light Golden Brown 6Brown 6G","Clairol",0.88
"TOI","HAI","213930","Nice'n Easy Permanent Natural LightestGold Brown 6.5G","Clairol",0.88
"TOI","HAI","213934","Nice'n Easy Permanent Natural DarkChampagne Blonde 7CB","Clairol",0.88
"TOI","HAI","213936","Nice'n Easy Permanent Natural MediumReddish Brown 5RB","Clairol",0.88
"TOI","HAI","213937","Nice'n Easy Permanent Natural Dark Blonde 7","Clairol",0.88
"TOI","HAI","214028","Nice'n Easy Permanent Natural Ultra LightBlonde 10","Clairol",0.88
"TOI","HAI","214033","Nice'n Easy Permanent Natural Extra LightBeige Blonde 9.5B","Clairol",0.88
