"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Size","Colour","Age","Washable","Power","Assembly","Model Number","Material","Capacity","DQ Score"
"TOI","COS","445989","Essence Jewelry Top Coat Where Is My Crown 33","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","445990","Essence Mega Last Base Coat","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","445991","Essence Bad Girl Nail Stickers 02","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445992","Essence Bling Bling Nail Stickers 01","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445993","Essence Cut Out Manicure Stencils","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445994","Essence Good Girl Nail Stickers 03","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445995","Essence Hey Be Happy Nail Stickers 05","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445996","Essence Jewelry Nail Stickers 09","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445997","Essence Metal Stripes Nail Stickers 04","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","445999","Essence Story Of My Nails Nail Stickers 06","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","446000","Essence Watercolour Nail Stickers 07","Essence","Nail Art","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","446001","Essence XXL Nail Thickener","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446002","Essence All In One Complete Care","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446003","Essence Anti Spilt Nail Sealer","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446004","Essence Better Than Gel Nail High Gloss Top Sealer","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446008","Essence Nail Caring Oil","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","446011","Essence Nail Reparing Oil","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446012","Essence Pro White Active Nail Brightener","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446014","Essence SOS Power Repair","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446015","Essence Super Rich Super Soft Hand Cream","Essence","Hand Cream","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","446016","Essence Ultra Gloss Nail Shine","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","446017","Essence Ultra Strong Nail Hardener","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453531","Essence Volume Stylist 18h Curl and HoldMascara Black","Essence","Mascara","1","12ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453532","Essence Volume Stylist 18hr Lash Extension Mascara","Essence","Mascara","1","12ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453533","Essence Eye and Face Palette Glow For It 01","Essence","Eye Palette","1","8g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","COS","453534","Essence Eye and Face Palette Rise and Shine 02","Essence","Eye Palette","1","8g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","COS","453535","Essence Shine Shine Shine Lip Gloss 03","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453536","Essence Shine Shine Shine Lip Gloss 08","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453537","Essence Shine Shine Shine Lip Gloss 12","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453542","Essence Colour Boost High Pigment NailPaint Instant Friendship 01","Essence","Nail Polish","1","9ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453547","Essence Lash Princess Sculpted Volume Mascara","Essence","Mascara","1","12ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453553","Essence My Must Haves Eyeshadow 01","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453555","Essence My Must Haves Eyeshadow 03","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453556","Essence My Must Haves Eyeshadow 04","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453557","Essence My Must Haves Eyeshadow 05","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453558","Essence My Must Haves Eyeshadow 06","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453559","Essence My Must Haves Eyeshadow 07","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453560","Essence My Must Haves Eyeshadow 08","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453561","Essence My Must Haves Eyeshadow 09","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453562","Essence My Must Haves Eyeshadow 10","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453563","Essence My Must Haves Eyeshadow 11","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453565","Essence My Must Haves Eyeshadow 13","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453566","Essence My Must Haves Eyeshadow 14","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453567","Essence My Must Haves Eyeshadow 15","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453569","Essence My Must Haves Eyeshadow 17","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453570","Essence My Must Haves Eyeshadow 18","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453571","Essence My Must Haves Eyeshadow 19","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453572","Essence My Must Haves Eyeshadow 20","Essence","Eye Shadow","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453573","Essence My Must Haves Palette 4","Essence","Eye Palette","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","COS","453574","Essence My Must Haves Palette 8","Essence","Eye Palette","1","1.7g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","COS","453575","Essence Eyeliner Pen Longlasting White 02","Essence","Eye Liner","1","1.6g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453576","Essence Eyeliner Pen Longlasting Brown 03","Essence","Eye Liner","1","1.6g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453577","Essence Shine Shine Shine Lip Gloss 01","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453578","Essence Shine Shine Shine Lip Gloss 02","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453580","Essence Shine Shine Shine Lip Gloss 04","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453581","Essence Shine Shine Shine Lip Gloss 05","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453582","Essence Shine Shine Shine Lip Gloss 06","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453583","Essence Shine Shine Shine Lipgloss 07","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453585","Essence Shine Shine Shine Lip Gloss 09","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453586","Essence Shine Shine Shine Lip Gloss 10","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453587","Essence Shine Shine Shine Lip Gloss 11","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453589","Essence Shine Shine Shine Lip Gloss 13","Essence","Lip Gloss","1","5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453601","Essence Out of Space Stories Nail Polish 01","Essence","Nail Polish","1","9ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453602","Essence Out Of Space Stories Nail PolishAcross The Universe 02","Essence","Nail Polish","1","9ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453603","Essence Out of Space Stories Nail PolishSpace Glam 03","Essence","Nail Polish","1","9ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453604","Essence Out Of Space Stories Nail PolishBeam Me Up 04","Essence","Nail Polish","1","9ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453607","Essence Out of Space Stories Nail Polish1000 Light Years Away 07","Essence","Nail Polish","1","9ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453608","Essence The Gel Nail Polish 88","Essence","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453609","Essence The Gel Nail Polish 89","Essence","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453610","Essence The Gel Nail Polish 90","Essence","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453611","Essence The Gel Nail Polish 91","Essence","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453612","Essence The Gel Nail Polish 92","Essence","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453613","Essence The Gel Nail Polish 96","Essence","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COS","453615","Essence The Gel Nail Polish 98","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453638","Essence The Cushion Eyeliner 01","Essence","Eye Liner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453647","Essence My Must Haves Lip Base 01","Essence","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","453648","Essence My Must Haves Lip Powder 02","Essence","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453649","Essence My Must Haves Lip Powder 03","Essence","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453650","Essence My Must Haves Lip Powder 04","Essence","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453667","Essence Colour Boost High Pigment Nail PaintInstant Love 09","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453669","Essence Colour Boost High Pigment Nail PaintInstant Feeling 07","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453670","Essence Colour Boost High Pigment Nail PaintInstant Passion 09","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453671","Essence Colour Boost High Pigment Nail PaintInstant Adventure 10","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453672","Essence The Gel Nail Polish 100","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453673","Essence The Gel Nail Polish 101","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453674","Essence The Gel Nail Polish 86","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453675","Essence The Gel Nail Polish 93","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453677","Essence The Gel Nail Polish 95","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453678","Essence The Gel Nail Polish 99","Essence","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453680","Essence Glamaxy Top Coat 34","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453681","Essence Stand Out 3D Touch Manic Stick 01","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","453682","Essence All in One Ridge Filler with Keratin","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453686","Essence SOS Protect & Resist","Essence","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","CRE","336306","Sally Hansen Maximum Growth","Sally Hansen","Nail Care",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336307","Sally Hansen Maximum Strengthener","Sally Hansen","Nail Care",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336309","Sally Hansen Hard As Nails Natural","Sally Hansen","Nail Polish",NA,"13.3ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","336310","Sally Hansen Hard As Nails Wrap","Sally Hansen","Nail Care",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336311","Sally Hansen Diamond Strength","Sally Hansen","Nail Polish",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336312","Sally Hansen Nail Growth Miracle","Sally Hansen","Nail Care",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336313","Sally Hansen Double Duty","Sally Hansen","Nail Polish",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336314","Sally Hansen No Chip Top Coat","Sally Hansen","Nail Polish",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336318","Sally Hansen Vitamin E Oil","Sally Hansen","Nail Care",NA,"13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336658","Sally Hansen Nail Polish Remover Regular","Sally Hansen","Nail Polish Remover","1","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","336659","Sally Hansen Acetone Free Nail Polish Remover","Sally Hansen","Nail Polish Remover",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336660","Sally Hansen Nail Polish Remover Strengthen200ml","Sally Hansen","Nail Polish Remover","1","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","336661","Sally Hansen Nail Polish Remover Moisturising","Sally Hansen","Nail Polish Remover",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","351548","Sally Hansen Rehab Strengthen","Sally Hansen","Nail Care","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","351550","Sally Hansen Diamond Flash Top Coat","Sally Hansen","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","445082","Sally Hansen Complete Salon Manicure Clear'd ForTakeoff","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445084","Sally Hansen Complete Salon Manicure Pink Slip","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445085","Sally Hansen Complete Salon Manicure Arm Candy","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445086","Sally Hansen Complete Salon Manicure Luna Pearl","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445087","Sally Hansen Complete Salon Manicure Shell WeDance","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445088","Sally Hansen Complete Salon Manicure Aflorable","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445089","Sally Hansen Complete Salon Manicure Back To TheFuschia","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445090","Sally Hansen Complete Salon Manicure Cherry Up","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445092","Sally Hansen Complete Salon Manicure I Pink I Can","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445093","Sally Hansen Complete Salon Manicure Get Juiced","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445095","Sally Hansen Complete Salon Manicure Peach Of Cake","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445097","Sally Hansen Complete Salon Manicure New Flame","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445098","Sally Hansen Complete Salon Manicure All Fired Up","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445099","Sally Hansen Complete Salon Manicure Kook A Mango","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445100","Sally Hansen Complete Salon Manicure FruttiPetutie","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445101","Sally Hansen Complete Salon Manicure Aria Red-y?","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445102","Sally Hansen Complete Salon Manicure BerryImportant","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445103","Sally Hansen Complete Salon Manicure So Much Fawn","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445105","Sally Hansen Complete Salon Manicure Raisin TheBar","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445106","Sally Hansen Complete Salon Manicure Plums TheWord","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445107","Sally Hansen Complete Salon Manicure Mauve Along","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445108","Sally Hansen Complete Salon Manicure Mudslide","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445109","Sally Hansen Complete Salon Manicure Nude Now","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445110","Sally Hansen Complete Salon Manicure Café Au Lait","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445111","Sally Hansen Complete Salon Manicure NakedAmbition","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445112","Sally Hansen Complete Salon Manicure Au Nature-Al","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445113","Sally Hansen Complete Salon Manicure Yo Glow. Girl","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445114","Sally Hansen Complete Salon Manicure Wine Not","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445115","Sally Hansen Complete Salon Manicure Right SaidFred","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445116","Sally Hansen Complete Salon Manicure Red Handed","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445117","Sally Hansen Complete Salon Manicure Red Zin","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445118","Sally Hansen Complete Salon Manicure Scarlet Fever","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445119","Sally Hansen Complete Salon Manicure Belle Of TheBall","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445120","Sally Hansen Complete Salon Manicure Pat On TheBlack","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445121","Sally Hansen Complete Salon Manicure Commander InChic","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445122","Sally Hansen Complete Salon Manicure Sgt Preppy","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445123","Sally Hansen Complete Salon Manicure Cherry CherryBang Bang","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445124","Sally Hansen Complete Salon Manicure Purple Heart","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445125","Sally Hansen Complete Salon Manicure Hat's Off ToHue","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445126","Sally Hansen Complete Salon Manicure Nightwatch","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445128","Sally Hansen Complete Salon Manicure Jaded","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445131","Sally Hansen Miracle Gel Birthday Suit","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445132","Sally Hansen Miracle Gel Pinky Promise","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445133","Sally Hansen Miracle Gel Pretty Piggy","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445134","Sally Hansen Miracle Gel Pink Tank","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445135","Sally Hansen Miracle Gel Dig Fig","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445136","Sally Hansen Miracle Gel Red Eye","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445137","Sally Hansen Miracle Gel Wine Stock","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445138","Sally Hansen Miracle Gel Mad Women","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445139","Sally Hansen Miracle Gel Regal Rose","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445140","Sally Hansen Miracle Gel Can't Beet Royalty","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445141","Sally Hansen Miracle Gel Off With Her Head","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445142","Sally Hansen Miracle Gel Bare Dare","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445143","Sally Hansen Miracle Gel Game Of Chromes","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445144","Sally Hansen Miracle Gel Spice Age","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445145","Sally Hansen Miracle Gel Totem-ly Yours","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445146","Miracle Gel Nail Polish Crème De La Crème","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","CRE","445147","Sally Hansen Miracle Gel Smartease","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445148","Sally Hansen Miracle Gel Pink Cadillaquer","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445149","Sally Hansen Miracle Gel Shock Wave","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445151","Sally Hansen Miracle Gel Tipsy Gyspy","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445152","Sally Hansen Miracle Gel Malibu Peach","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445154","Sally Hansen Miracle Gel Top Coat","Sally Hansen","Nail Polish","1","14.7ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
