"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"146305","Swish Curtain Hooks 100pk","Swish","Hooks","White","100pk","100 Pack",NA,0.941666666666667
"236681","Swish Gliders 10pk","Swish","Hooks","White","10pk","10 Pack",NA,0.941666666666667
"3781340","Swish Sologlide Multipurpose Curtain Track  White125cm","Swish","Track","White","1","125cm",NA,0.941666666666667
"3781540","Swish Sologlide Multipurpose Curtain Track White150cm","Swish","Track","White","1","150cm",NA,0.941666666666667
"3781740","Swish Sologlide Multipurpose Curtain Track White175cm","Swish","Track","White","1","175cm",NA,0.941666666666667
"3781940","Swish Sologlide Multipurpose Curtain Track White200cm","Swish","Track","White","1","200cm",NA,0.941666666666667
"3782140","Swish Sologlide Multipurpose Curtain Track White225cm","Swish","Track","White","1","225cm",NA,0.941666666666667
"3821540","Swish Sologlyde End Stops 2pk","Swish","Track Ends","White","2pk","Single",NA,0.941666666666667
"3822240","Swish Sologlyde Gliders 10pk","Swish","Hooks","White","10pk","100 Pack",NA,0.941666666666667
"59285","Swish Sologlyde Brackets 5pk","Swish","Track Brackets","White","1","5 Pack",NA,0.941666666666667
"59302","Swish Sologlyde Curtain Hooks 25pk","Swish","Hooks","White","1","25 Pack",NA,0.941666666666667
"137495","Wilko Glider Hook 10pk","Wilko","Hooks","White","10pk","Pack",NA,0.941666666666667
"146146","Wilko Keylock Support 4pk","Wilko","Track Brackets","White","4pk","Pack",NA,0.941666666666667
"146147","Wilko Track End Covers 2pk","Wilko","Track Ends","White","2pk","Pack",NA,0.941666666666667
"146148","Wilko Tension Rod Self Locking Extendable White60 - 100cm","Wilko","Tension Rods","White",NA,"60-100cm",NA,0.883333333333333
"146150","Wilko Tension Rod Self Locking ExtendableWhite 100 - 150cm","Wilko","Tension Rods","White",NA,"100-150cm",NA,0.883333333333333
"146151","Wilko Tension Rod Self Locking ExtendableWhite 150 - 200cm","Wilko","Tension Rods","White",NA,"150-200cm",NA,0.883333333333333
"177925","Wilko Cafe Style Rod Brass Effect 120 - 215cm","Wilko","Cafe Rods","Gold","1","120-215cm",NA,0.941666666666667
"177930","Wilko Cafe Style Rod Silver Effect 50 - 75cm","Wilko","Cafe Rods","Silver","1","50-75cm",NA,0.941666666666667
"177931","Wilko Cafe Style Rod Silver Effect 75 - 125cm","Wilko","Cafe Rods","Silver","1","75-120cm",NA,0.941666666666667
"177932","Wilko Cafe Style Rod Silver Effect 120 - 215cm","Wilko","Cafe Rods","Silver","1","120-215cm",NA,0.941666666666667
"259081","Wilko Curtain Track White Plastic 120 x 2cm","Wilko","Track","White","1","120x2cm",NA,0.941666666666667
"259082","Wilko Curtain Track 150 x 2.6cm","Wilko","Track","White","1","150x2.6cm",NA,0.941666666666667
"259083","Wilko Curtain Track White Plastic 180 x 2.6cm","Wilko","Track","White","1","180x2.6cm",NA,0.941666666666667
"287706","Wilko Tension Rod Extendable Self Locking White40 - 60cm","Wilko","Tension Rods","White",NA,"40-60cm",NA,0.883333333333333
"287707","Wilko Net Rod Extendable White 40 - 60cm","Wilko","Net Rail","White","1","40-60cm",NA,0.941666666666667
"287708","Wilko Centre Support Self Adhesive","Wilko","Net Rail","White","1","Pack",NA,0.941666666666667
"3776742","Wilko Net Rail 60 - 100cm","Wilko","Net Rail","White","1","60-100cm",NA,0.941666666666667
"3776744","Wilko Net Rail 100 - 150cm","Wilko","Net Rail","White","1","100-150cm",NA,0.941666666666667
"3776746","Wilko Net Rail 150 - 200cm","Wilko","Net Rail","White","1","150-200cm",NA,0.941666666666667
"3776753","Wilko Net Rod Self Adhesive Hooks 2pk","Wilko","Hooks","White","2pk","2 Pack",NA,0.941666666666667
"4593340","Wilko Curtain Wire 1355 96in","Wilko","Curtain Wire","White","1","244cm",NA,0.941666666666667
"4602040","Wilko Screw Eyes Curtain Wire 20mm 10pk","Wilko","Screw Eyes","White","10pk","22mm",NA,0.941666666666667
"4603040","Wilko Curtain Wire Hooks 25mm 10pk","Wilko","Hooks","White","10pk","22mm",NA,0.941666666666667
"80838","Wilko Cafe Rod Brass Effect 50cm-75cm","Wilko","Cafe Rods","Gold","1","50-75cm",NA,0.941666666666667
"80840","Wilko Brass Effect Cafe Rod 75-120cm","Wilko","Cafe Rods","Gold","1","75-120cm",NA,0.941666666666667
