"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"285764","Fairy Dishwasher Tablets Lemon 31pk","Fairy","Dishwasher Tablets and Gels","31s","629g",1
"293181","Fairy Dishwasher Platinum Tablets Lemon 27pk","Fairy","Dishwasher Tablets and Gels","27s","505g",1
"425091","Fairy Antibacterial Washing Up Liquid withEucalyptus 625ml","Fairy","Washing Up Liquid","1","625ml",1
"425101","Fairy Platinum Original 625ml","Fairy","Washing Up Liquid","1","625ml",1
"438086","Fairy Clean and Care Rose and Satin Scent 820ml","Fairy","Washing Up Liquid","1","820ml",1
"439936","Fairy Original 433ml","Fairy","Washing Up Liquid","1","433ml",1
"192939","Surcare Washing up Liquid 450ml","Surcare","Washing Up Liquid","1","450ml",1
"77545","Wilko Dishwasher Rinse Aid 500ml","Wilko","Rinsing and Care Agents","1","500ml",1
