"Article","Web Description","Brand","Type","Size","DQ Score"
"427253","Wilko Bowl Ceramic Oval Cream","Wilko","Bowls","9.7cm x 11cm",1
"427254","Wilko Mug Ceramic Oval Cream","Wilko","Mugs","10cm x 9.5cm",1
