"Article","Web Description","Brand","DQ Score"
"162266","True Love Wedding Confetti","Unique Party",0.95
"413668","Winner Medals Party Favours 4pk","Unique Party",0.88
"413741","Party Cannon 30cm","Unique Party",0.88
"441581","Unique Chevron Happy Birthday Tableware Party Pack","Unique Party",0.88
"441582","Unique Princess Tableware Party Party Pack","Unique Party",0.88
"441583","Unique Football Tableware Party Pack","Unique Party",0.88
"441585","Unique Tableware Party Pack Purple Chevron","Unique Party",0.88
"441586","Unique Tableware Party Pack Teal Chevron","Unique Party",0.88
"441587","Unique Tableware Party Pack Grey Chevron","Unique Party",0.88
"441589","Unique Tableware Party Pack Gold","Unique Party",0.88
"441590","Unique Tableware Party Pack Silver","Unique Party",0.88
"441592","Unique Tableware Party Pack Black","Unique Party",0.88
"441594","Unique Polka Dot Tableware Party Pack Powder Blue","Unique Party",0.88
"441595","Unique Polka Dot Tableware Party Pack Pink","Unique Party",0.88
"441596","Unique Polka Dot Tableware Party Pack Red","Unique Party",0.88
"444686","Crepe Streamer 8ft Red","Unique Party",0.95
"413732","Party Poppers 30pk","Wilko",0.88
"413742","Generic Blowouts 4pk","Wilko",0.88
"413745","Party Hats 6pk","Wilko",0.88
