"PSA_1","PSA_2","Article","Web Description","DQ Score"
"HOU","IRN","329085","Russell Hobbs Easy Store Iron 2400W",0.891666666666667
"HOU","IRN","439010","Russell Hobbs Powersteam Pro Iron 206312400w",0.833333333333333
"HOU","JML","453443","JML Regis Copper Stone Pan 24cm",0.81
"HOU","JML","454871","JML True Touch Pet Grooming Glove",0.81
"HOU","SWE","454070","Black & Decker Dustbuster Cordless Hand VacuumCleaner 5.4wh Lithium Ion 3.6V",0.833333333333333
"HOU","SWE","454071","Black & Decker Dustbuster Cordless Bagless HandVacuum Wet and Dry Lithium Ion 7.2V",0.833333333333333
"HOU","SWE","454072","Black & Decker Stick Vac 2 in 1 28.8wh EPP 14.4V",0.891666666666667
"HOU","SWE","454073","Black & Decker Steam Mop 1300W",0.833333333333333
"HOU","SWE","454074","Black & Decker Steam Mop 7 in 1 Gen 1300W andAccessories",0.775
"HOU","SWE","454076","Black and Decker SteaMitt Replacement Pads 2pk",0.783333333333333
"HOU","SWE","454077","Black & Decker Steam Mop Replacement Pads 2pk",0.833333333333333
"HOU","SWE","453878","Hoover Whirlwind Bagless Upright Vacuum Cleaner750w WR71WR01",0.833333333333333
"HOU","SWE","453884","Hoover Whirlwind Bagless Cylinder Vacuum Cleaner700w SE71WR01",0.833333333333333
"HOU","SWE","453889","Hoover Free Motion Cordless 2 in 1 Vacuum CleanerBagless 14.4V",0.891666666666667
"HOU","SWE","454750","Hoover Capture Bagged Compact Cylinder VacuumCleaner 700w BV71CP10",0.833333333333333
