"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"221196","Trill Budgie Seed 500g","Trill","Food","1","500g",1
"183388","Wilko Parrots and Cockatiels Nut Treats 2pk","Wilko","Treats","2","90g",1
"303730","Wilko Caged Bird Coop Cup Large","Wilko","Cage Accessories","1","Large",1
"303731","Wilko Parrot Seed 1.5kg","Wilko","Food","1","1.5kg",1
"450772","Wilko Aviary Mix for Caged Birds 12.75kg","Wilko","Food","1","12.75kg",1
"450773","Wilko Conditioning Mix for Caged Birds 900g","Wilko","Food","1","900g",1
"450774","Wilko Finch Mix for Caged Birds 1kg","Wilko","Food","1","1kg",1
"453205","Wilko Bird Toys 3pk","Wilko","Toys","1","24cm x 10cm x 2.5cm",1
"70477","Wilko Caged Bird Sand Sheets 5pk 28 x 43cm","Wilko","Sandsheets","5","43x28cm",1
"76333","Wilko Caged Bird Sand 1kg","Wilko","Grit and Sand","1","1kg",1
"80620","Wilko Budgie Treats Honey 2pk","Wilko","Treats","2","55g",1
"80621","Wilko Canary Treats Honey 2pk","Wilko","Treats","2","55g",1
