"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"449400","Wilko Furniture and Cupboard Paint Slate Grey 750ml","Wilko","Furniture and Cupboard Paint","6m²","Grey","1","750ml",1
"449401","Wilko Furniture and Cupboard Paint English Sage 750ml","Wilko","Furniture and Cupboard Paint","6m²","Green","1","750ml",1
