"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"338572","Cuprinol Less Mess Shed Fence Autumn Red 5L","Cuprinol","Shed and Fence Paint","Red","1","5L",1
"449404","Dulux Weathershield Multisurface Paint PureBrilliant White 750ml","Dulux","UPVC Paint","White","1","750ml",1
"315726","Hammerite Direct to Rust Metal Paint HammeredBlack 750ml","Hammerite","Metal Paint","Black","1","750ml",1
"315727","Hammerite Direct to Rust Metal Paint SmoothBlack 750ml","Hammerite","Metal Paint","Black","1","750ml",1
"315728","Hammerite Direct to Rust Metal Paint SmoothWhite 750ml","Hammerite","Metal Paint","White","1","750ml",1
"315730","Hammerite Direct to Rust Metal Paint SatinBlack 750ml","Hammerite","Metal Paint","Black","1","750ml",1
"428313","Sandtex 10 Year Primer and UndercoatPure Brilliant White 750ml","Sandtex","Exterior Satin Paint","White","1","750ml",1
"428315","Sandtex 10 Year Exterior Satin PaintPure Brilliant White 750ml","Sandtex","Exterior Satin Paint","White","1","750ml",1
"428316","Sandtex 10 Year Exterior Gloss PaintCharcoal Black 750ml","Sandtex","Exterior Satin Paint","Black","1","750ml",1
"428317","Sandtex 10 Year Exterior Gloss PaintPure Brilliant White 750ml","Sandtex","Exterior Satin Paint","White","1","750ml",1
"10778","Wilko Exterior UndercoatDark Grey 750ml","Wilko","Exterior Undercoat Paint","Grey","1","750ml",1
"125818","Wilko Timbercare Woodland Green 5L","Wilko","Shed and Fence Paint","Green","1","5L",1
"188977","Wilko Quick Dry Stain BlockerWhite 750ml","Wilko","Primer Paint","White","1","750ml",1
"188995","Wilko Matt Brick and Tile PaintRed 1L","Wilko","Brick and Tile Paint","Red","1","1L",1
"189095","Wilko Step and Tile Gloss PaintRed 1L","Wilko","Step and Tile Paint","Red","1","1L",1
"273619","Wilko Exterior Gloss PaintSignal Red 750ml","Wilko","Exterior Gloss Paint","Red","1","750ml",1
"278710","Wilko Light Creocote 4L","Wilko","Creocote","Clear","1","4L",1
"342044","Wilko Exterior Quick Dry Satin PaintPure Brilliant White 2.5L","Wilko","Exterior Satin Paint","White","1","2.5L",1
"428705","Wilko Exterior Quick Dry Satin PaintCornish Slate 750ml","Wilko","Exterior Satin Paint","Grey","0","750ml",1
"56577","Wilko Exterior Gloss PaintConker 750ml","Wilko","Exterior Gloss Paint","Brown","1","750ml",1
"74038","Wilko Timbercare Country Brown 5L","Wilko","Shed and Fence Paint","Brown","1","5L",1
"74039","Wilko Timbercare Red Cedar 5L","Wilko","Shed and Fence Paint","Red","1","5L",1
"74040","Wilko Timbercare Dark Oak 5L","Wilko","Shed and Fence Paint","Brown","1","5L",1
