"Article","Web Description","Brand","Type","Size","Pack Qty","DQ Score"
"285764","Fairy Dishwasher Tablets Lemon 31pk","Fairy","Dishwasher Tablets and Gels","629g","31s",1
"293181","Fairy Dishwasher Platinum Tablets Lemon 27pk","Fairy","Dishwasher Tablets and Gels","505g","27s",1
"425091","Fairy Antibacterial Washing Up Liquid withEucalyptus 625ml","Fairy","Washing Up Liquid","625ml","1",1
"425101","Fairy Platinum Original 625ml","Fairy","Washing Up Liquid","625ml","1",1
"438086","Fairy Clean and Care Rose and Satin Scent 820ml","Fairy","Washing Up Liquid","820ml","1",1
"439936","Fairy Original 433ml","Fairy","Washing Up Liquid","433ml","1",1
"192939","Surcare Washing up Liquid 450ml","Surcare","Washing Up Liquid","450ml","1",1
"77545","Wilko Dishwasher Rinse Aid 500ml","Wilko","Rinsing and Care Agents","500ml","1",1
