"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"206463","Fairy Power Spray 375ml","Fairy","Multi-Purpose Cleaner",NA,NA,"375ml",0.9125
"403605","Fairy Dish Washer Rinse Aid 475ml","Fairy","Rinsing and Care Agents",NA,"1",NA,0.9125
"425089","Fairy Original All in One Lemon 44pk","Fairy","Dishwasher Tablets and Gels",NA,"44",NA,0.9125
"425096","Fairy Original Lemon 780ml","Fairy","Washing Up Liquid",NA,NA,"780ml",0.9125
"425098","Fairy Original 780ml","Fairy","Washing Up Liquid",NA,NA,"780ml",0.9125
"438081","Fairy Lemon 1L","Fairy","Washing Up Liquid",NA,"1",NA,0.9125
"438082","Fairy Original 1L","Fairy","Washing Up Liquid",NA,"1",NA,0.9125
"457302","Fairy Original All in One Lemon DishwasherCapsules 61pk","Fairy","Dishwasher Tablets and Gels",NA,NA,NA,0.825
"457303","Fairy Platinum All in One Dishwasher TabletsLemon 50pk","Fairy","Dishwasher Tablets and Gels",NA,NA,NA,0.825
"230098","Finish Dishwasher Rinse Aid 400ml","Finish","Rinsing and Care Agents",NA,NA,"400ml",0.9125
"254925","Finish Oudour Stop Dishwasher Freshener","Finish","Rinsing and Care Agents",NA,"1",NA,0.9125
"271982","Finish Dishwasher Cleaner 250ml","Finish","Rinsing and Care Agents",NA,NA,"250ml",0.9125
"411901","Finish Dishwasher Tablets Quantum Max 18pk","Finish","Dishwasher Tablets and Gels",NA,"1",NA,0.9125
"168721","Wilko Dishwasher Salt Granules 2kg","Wilko","Rinsing and Care Agents",NA,NA,"2kg",0.9125
"274245","Wilko Dishwasher Cleaner 250ml","Wilko","Rinsing and Care Agents",NA,NA,"250ml",0.9125
"333362","Wilko Dishwasher Tablets 3in1 30pk","Wilko","Dishwasher Tablets and Gels",NA,"30s",NA,0.9125
