"Article","Web Description","DQ Score"
"454550","Dove Coconut Restore Ritual Conditioner 250ml",0.8625
"454553","Dove Lavender Thicken Ritual Conditioner 250ml",0.8625
"454554","Dove Avocado Strengthening Ritual Shampoo 250ml",0.95
"454555","Dove Coconut Restoring Ritual Shampoo 250ml",0.95
"454557","Dove Lavender Thickening Ritual Shampoo 250ml",0.95
"454558","Dove Avocado Strengthening Ritual Conditioner200ml",0.8625
