"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"TOY","ACT","408666","Marvel Avengers Titan Hero Series 12in FigureAssortment","Avengers","30.7CM","10.0CM","5.0CM","Collectables",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","439630","Avengers Walkie Talkies","Avengers","32.6CM","12.7CM","5.5CM","Walkie Talkies",NA,"Multi","1",NA,NA,NA,"3x AAA Batteries Included",NA,NA,"3 Years +",NA,1
"TOY","ACT","439971","Marvel Avengers Assemble Creepeez Assorted","Avengers","9.0CM","11.5CM","3.2CM","Action Figures",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","447533","Avengers Snap Band Assortment","Avengers",".8CM","3.0CM","23.0CM","Action Figures",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","450241","Avengers Mashems","Avengers","5.2CM","4.5CM","4.5CM","Collectables",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","440510","Spiderman/Batman Mashems Assortment","Batman","5.2CM","4.5CM","4.5CM","Collectables",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","263898","Disney Cars Die Cast Cars 1:55 Scale Assortment","Cars","17.8CM","13.7CM","4.1CM","Cars and Playsets",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","448316","Disney Cars Oversized Diecast Assortment","Cars","6.5CM","21.5CM","16.5CM","Cars and Playsets",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","449111","Disney Cars 3 Plush Keyring","Cars","6.0CM","3.0CM","2.0CM","Key Ring",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"12 Months +",NA,0.9
"TOY","ACT","448256","Grossery Gang 10pk Assortment","Grossery Gang","25.5CM","5.5CM","20.0CM","Collectables",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"5 Years +",NA,0.891666666666667
"TOY","ACT","448257","Grossery Gang Surprise Blind Bag","Grossery Gang","3.7CM","3.7CM","6.9CM","Collectables",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"5 Years +",NA,0.891666666666667
"TOY","ACT","448258","Grossery Gang Assortment 5pk","Grossery Gang","15.5CM","6.5CM","6.5CM","Collectables",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"5 Years +",NA,0.891666666666667
"TOY","ACT","191086","Hot Wheels Basic Car Assortment","Hot Wheels","16.6CM","10.9CM","3.3CM","Cars and Playsets",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","191089","Hot Wheels Die Cast Cars 1:64 Scale 5pk Assortment","Hot Wheels","24.2CM","10.8CM","4.0CM","Cars and Playsets",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","335905","Hot Wheels Car Case","Hot Wheels","30.0CM","19.0CM","12.5CM","Cars and Playsets",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","ACT","428775","Hot Wheels Batman V Superman Assortment","Hot Wheels","16.5CM","11.0CM","3.5CM","Cars and Playsets",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","448239","Minecraft Action Figure Assortment","Minecraft","19.1CM","14.7CM","5.3CM","Action Figures",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","315170","Nerf N Strike Jolt Ex-1","Nerf","16.5CM","15.2CM","3.2CM","Blasters and Launchers",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","330544","Nerf N-Strike Elite Firestrike","Nerf","20.0CM","23.7CM","4.6CM","Blasters and Launchers",NA,"Multi","1",NA,NA,NA,"Battery",NA,NA,"8 Years",NA,1
"TOY","ACT","330551","Nerf N Strike Strongarm Blaster","Nerf","22.2CM","33.7CM","7.6CM","Blasters and Launchers",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"8 Years +",NA,0.941666666666667
"TOY","ACT","427422","Pokemon Trading Card Game 60pcs","Pokemon","19.0CM","10.0CM","4.0CM","Card Games",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","427423","Pokemon Trading Card Booster Pack 30pcs","Pokemon","17.8CM","19.3CM",".8CM","Card Games",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","448159","Pokemon Collectors Tin","Pokemon","12.3CM","13.7CM","3.8CM","Card Games",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","448242","Qixels Theme Pack Assortment","Qixels","21.5CM","18.5CM","3.8CM","Qixels",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","448247","Qixels Design Creator","Qixels","29.3CM","26.2CM","5.6CM","Qixels",NA,"Multi","1",NA,NA,NA,NA,NA,NA,"3 Years +",NA,0.891666666666667
