"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"PET","100","303733","Rooster Booster 125g","Battle",0.8625
"PET","100","453914","Felight Cat Litter 20L","Bob Martin",0.88
"PET","100","328371","Country Value Greyhound Complete Maintenance Adult15kg","Burgess",0.95
"PET","100","420149","Catit Senses Food Maze","Cat It",0.6
"PET","100","420150","Catit Senses Drinking Fountain","Cat It",0.81
"PET","100","420151","Catit Senses Water Softening Filter","Cat It",0.76
"PET","100","420220","Catit Senses Comfort Zone Bed","Cat It",0.76
"PET","100","420221","Catit Play N Scratch Toy Green","Cat It",0.81
"PET","100","313623","Aquarium Ornament Assorted Castles","Classic Pet Products",0.81
"PET","100","313915","Classic Aquarium Ornament Divers Helmet","Classic Pet Products",0.88
"PET","100","313916","Classi Aquarium Ornament Assorted Bridges","Classic Pet Products",0.88
"PET","100","313917","Classic Aquarium Ornament Arizona Rock Large","Classic Pet Products",0.88
"PET","100","313919","Classic Aquarium Ornament Trees, Skull and Barrel","Classic Pet Products",0.88
"PET","100","313920","Classic Aquarium Ornament Garden","Classic Pet Products",0.88
"PET","100","313922","Classic Aquarium Ornament Crystal Ruin","Classic Pet Products",0.88
"PET","100","313935","Classic for Small Pets Rustic Fun Hay Play Ball","Classic Pet Products",0.88
"PET","100","334289","Aqua Ornament Pagode a Plants","Classic Pet Products",0.81
"PET","100","334291","Classic Aquatics Aquarium Ornaments Rocky Ledge Multi-Coloured","Classic Pet Products",0.81
"PET","100","334292","Classic Aquatics Aquarium Ornaments Treasure Pot Multi-Coloured","Classic Pet Products",0.81
"PET","100","334293","Classic Aquatics Aquarium Ornaments Bonsai Mini Multi-Coloured","Classic Pet Products",0.88
"PET","100","452643","Microplush Memory Foam Pet Mat/Bed","Country Club",0.95
"PET","100","452646","Oxford Nylon Pet Bed 85x55cm","Country Club",0.95
"PET","100","335060","Pet Carrier Cream","Curver",0.95
"PET","100","335061","Pet Carrier Brown","Curver",0.95
"PET","100","314543","Go-Cat Complete Kitten -1 Year with Chicken, Carrot and Milk Nuggets 2kg","Go Cat",0.88
