"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"307692","Wilko Face Cloth Charcoal 2pk","Wilko","Face Cloth","Black","1","Washable","30x30cm","100% Cotton",1
"307693","Wilko Face Cloth White 2pk","Wilko","Face Cloth","White","1","Washable","30x30cm","100% Cotton",1
"307696","Wilko Face Cloth Aqua Blue 2pk","Wilko","Face Cloth","Blue","1","Washable","30x30cm","100% Cotton",1
"307697","Wilko Face Cloth Deep Blue 2pk","Wilko","Face Cloth","Blue","1","Washable","30x30cm","100% Cotton",1
"307710","Wilko Face Cloth Black 2pk","Wilko","Face Cloth","Black","1","Washable","30x30cm","100% Cotton",1
"307764","Wilko Face Cloth Beige 2pk","Wilko","Face Cloth","Brown","1","Washable","30x30cm","100% Cotton",1
"313419","Wilko Face Cloth Soft Cream 2pk","Wilko","Face Cloth","Cream","1","Washable","30x30cm","100% Cotton",1
"315544","Wilko Face Cloth Hessian 2pk","Wilko","Face Cloth","Brown","1","Washable","30x30cm","100% Cotton",1
"324809","Wilko Face Cloth Navy 2pk","Wilko","Face Cloth","Blue","1","Washable","30x30cm","100% Cotton",1
"324814","Wilko Face Cloth Olive 2pk","Wilko","Face Cloth","Green","1","Washable","30x30cm","100% Cotton",1
"325622","Wilko Face Cloth Purple 2pk","Wilko","Face Cloth","Purple","1","Washable","30x30cm","100% Cotton",1
"307646","Wilko Best Face Cloth White","Wilko Best","Face Cloth","White","1","Washable","30x30cm","100% Cotton",1
"307647","Wilko Best Face Cloth Charcoal","Wilko Best","Face Cloth","Black","1","Washable","30x30cm","100% Cotton",1
"307648","Wilko Best Face Cloth Beige","Wilko Best","Face Cloth","Brown","1","Washable","30x30cm","100% Cotton",1
"307649","Wilko Best Face Cloth Plum","Wilko Best","Face Cloth","Purple","1","Washable","30x30cm","100% Cotton",1
"325642","Wilko Best Face Cloth Vanilla","Wilko Best","Face Cloth","Cream","1","Washable","30x30cm","100% Cotton",1
