"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"301472","Optrex Itchy Eye 10ml","Optrex","Eye Drops, Sprays and Brighteners","1",NA,0.9125
"430692","Optrex Intensive Eyedrops 10ml","Optrex","Eye Drops, Sprays and Brighteners","6",NA,0.9125
"307799","Wilko Eye Drops Refresh 15ml","Wilko","Eye Drops, Sprays and Brighteners","1",NA,0.9125
"307800","Wilko Spectacle Wipes 26pk","Wilko","Wipes","26pk",NA,0.9125
"307801","Wilko Eye Bath And Wash 200ml","Wilko","Eye Drops, Sprays and Brighteners","1",NA,0.9125
"307804","Wilko Saline Solution 360ml","Wilko","Lens Cleaning Spray and Solution","1",NA,0.9125
"312021","Wilko Eyelid Spray","Wilko","Eye Drops, Sprays and Brighteners","1",NA,0.9125
"322425","Wilko Twin Value Pack Reading Glasses 3.0","Wilko","Reading Glasses","1",NA,0.9125
"322426","Wilko Twin Value Pack Reading Glasses 3.5","Wilko","Reading Glasses","1",NA,0.9125
"347851","Wilko Metal Semi Rimless Reading Glasses 2.5","Wilko","Reading Glasses","1",NA,0.9125
"347852","Wilko Metal Semi Rimless Reading Glasses 3.5","Wilko","Reading Glasses","1",NA,0.9125
"347866","Wilko Metal Plastic Reading Glasses 1.5","Wilko","Reading Glasses","1",NA,0.9125
"347867","Wilko Metal Plastic Reading Glasses 1.25","Wilko","Reading Glasses","1",NA,0.9125
"347868","Wilko Metal Plastic Reading Glasses 2.0","Wilko","Reading Glasses","1",NA,0.9125
"347886","Wilko Reading Glasses Case Classic","Wilko","Reading Glasses Case","1",NA,0.9125
"347890","Wilko Reading Glasses Case Trendy","Wilko","Reading Glasses Case","1",NA,0.9125
"347891","Wilko Led Light Up Reading Glasses 1.5","Wilko","Reading Glasses","1",NA,0.9125
"347892","Wilko Led Light Up Reading Glasses 2","Wilko","Reading Glasses","1",NA,0.9125
"347893","Wilko Led Light Up Reading Glasses 2.5","Wilko","Reading Glasses","1",NA,0.9125
"347894","Wilko Fold Metal Reading Glass Case 1.5","Wilko","Reading Glasses and Case","1",NA,0.9125
"347895","Wilko Folding Metal Reading Glasses withCase +2","Wilko","Reading Glasses and Case","1",NA,0.9125
"348291","Wilko Glasses Wipe 3pk","Wilko","Wipes","1",NA,0.9125
"348292","Wilko Dry Eye Drop 10ml","Wilko","Eye Drops, Sprays and Brighteners","1",NA,0.9125
"348293","Wilko Eye Brightener 10ml","Wilko","Eye Drops, Sprays and Brighteners","1",NA,0.9125
"348295","Wilko All In One For All Lenses 250ml","Wilko","Lens Cleaning Spray and Solution","1",NA,0.9125
"421506","Wilko Sun Reading Glasses 1.5","Wilko","Reading Glasses","1",NA,0.9125
"421507","Wilko Sun Reading Glasses 2.5","Wilko","Reading Glasses","1",NA,0.9125
"421508","Wilko Sun Reading Glasses 3.5","Wilko","Reading Glasses","1",NA,0.9125
"431676","Wilko Square Plastic Reading Glasses 1.5","Wilko","Reading Glasses","1",NA,0.9125
"431677","Wilko Square Plastic Reading Glasses 2.0","Wilko","Reading Glasses","1",NA,0.9125
"431679","Wilko Metal Full Rim Reading Glasses 1.5","Wilko","Reading Glasses","1",NA,0.9125
"431680","Wilko Metal Full Rim Reading Glasses 2.0","Wilko","Reading Glasses","1",NA,0.9125
"431681","Wilko Metal Full Rim Reading Glasses 3.0","Wilko","Reading Glasses","1",NA,0.9125
"431682","Wilko Metal Full Rim Reading Glasses 3.5","Wilko","Reading Glasses","1",NA,0.9125
