"Article","Web Description","Brand","DQ Score"
"80146","Classic Crystal Bunny Bottle Delux 320ml","Classic Pet Products",0.95
"80147","Classic Crystal Bunny Bottle Delux 600ml","Classic Pet Products",0.95
"417685","Pico XL Small Animal Hamster Cage","Rosewood",0.95
"437012","Abode Small Animal Hamster Cage","Rosewood",0.95
"423480","Smartpet Small Animal Wood Shavings 10kg","Smart Pet",0.9
"451238","Small Animal Nibble 'n' Dig Meadow","Wilko",0.8625
"80097","Wilko Paper Bedding for Small Animals","Wilko Functional",0.95
