"Article","Web Description","Brand","DQ Score"
"249443","Needle Threader and Thimble 4pk","Korbond",0.95
"433278","Household Scissors 8in","Korbond",0.81
"433283","Professional Glass Headed Pins 10g","Korbond",0.88
"433299","Bra Extender White 50mm","Korbond",0.95
"433300","Instant Repair Tape 4.5m","Korbond",0.88
"433302","Elastic Black 6mm x 3m","Korbond",0.95
"433303","Elastic Black 6mm x 3m","Korbond",0.95
"433305","Name Label Kit","Korbond",0.81
"433308","Hook and Loop Stick On White 2cm x 50cm","Korbond",0.95
"433312","White Cotton Thread 200m","Korbond",0.95
"433313","Black Cotton Thread 200m","Korbond",0.95
"433314","White Transparent Thread 200m","Korbond",0.88
"433315","Black Transparent Thread 200m","Korbond",0.88
"433316","White Shirring Elastic 20m","Korbond",0.88
"433317","Black Shirring Elastic 20m","Korbond",0.88
"433318","White Polyester Thread 100m","Korbond",0.95
"433319","Black Polyester Thread 100m","Korbond",0.95
"433320","Mustard Yellow Polyester Thread 100m","Korbond",0.95
"433321","Red Polyester Thread 100m","Korbond",0.95
"433322","Fuschia Pink Polyester Thread 100m","Korbond",0.95
"433323","Navy Blue Polyester Thread 100m","Korbond",0.95
"433324","Olive Green Polyester Thread 100m","Korbond",0.95
"433325","Cream Polyester Thread 100m","Korbond",0.95
"433327","Brown Polyester Thread 100m","Korbond",0.95
"433328","Grey Polyester Thread 100m","Korbond",0.95
"433330","Purple Polyester Thread 100m","Korbond",0.95
"433332","Pumpkin Orange Polyester Thread 100m","Korbond",0.95
"433333","Deep Red Polyester Thread 100m","Korbond",0.88
"433335","Taupe Polyester Thread 100m","Korbond",0.95
"433336","Midnight Blue Polyester Thread 100m","Korbond",0.95
"433338","Baby Blue Polyester Thread 100m","Korbond",0.95
"433339","Sapphire Blue Polyester Thread 100m","Korbond",0.95
"433341","Steel Grey Polyester Thread 100m","Korbond",0.95
"433342","Top Stitch Thread White 30m","Korbond",0.95
"433343","Top Stitch Thread Taupe 30m","Korbond",0.95
"433344","Top Stitch Thread Midnight Blue 30m","Korbond",0.95
"433346","Top Stitch Thread Black 30m","Korbond",0.95
"433347","Starter Sewing Kit 9pcs","Korbond",0.81
"433350","Sewing Basket","Korbond",0.81
"433358","Stitch Holder Set 3pk","Korbond",0.81
"433359","Large Eye Needles","Korbond",0.81
"433365","Hook and Loop Iron On 2cm x 50cm","Korbond",0.81
