"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"bh00007","Better Home Gentle Grip Pegs 100pk","Better Home Products","Pegs","Multi","100",NA,0.88
"132982","Wilko 20 Peg Airer","Wilko","Pegs","Multi","20pcs",NA,0.93
"300163","Wilko Peg Basket with Soft Grip Pegs 50pk","Wilko","Peg Bags and Baskets","Multi","50pk",NA,0.93
"327972","Wilko Snapper Pegs Multicoloured 36pk","Wilko","Pegs","Multi","36pk",NA,0.93
"327979","Wilko Peg Bag","Wilko","Peg Bags and Baskets","Multi","1pcs",NA,0.93
"328210","Wilko Lingerie Washing Bag White","Wilko","Washing Bags and Nets","White","1",NA,0.93
"328211","Wilko Delicates Washing Bag White","Wilko","Washing Bags and Nets","Black","1",NA,0.93
"328257","Wilko Ground Screw with Inserts Grey","Wilko","Washing Lines and Accessories","Multi",NA,"Small, Medium, Large",0.93
"328212","Wilko Functional Wooden Peg 36pk","Wilko Functional","Pegs","Cream","36pk",NA,0.93
