"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"334339","Illooms Light Up Balloons Happy Birthday","Illoom","Balloons",NA,"1",NA,0.86
"413605","Illooms Light Up Balloons Mixed Faces 5pk","Illoom","Balloons",NA,"5",NA,0.86
"413610","Illooms Light Up Balloons Plain Mixed Colour 5pk","Illoom","Balloons",NA,"5pk",NA,0.86
"413680","Punch Ball Favours 4pk","Unique Party","Punch Balls","Multi","1",NA,0.88
"413726","Balloon Weight Iridescent","Unique Party","Balloon Weight","Multi","1",NA,0.88
"270563","Wilko Balloon Pump","Wilko","Balloon Pumps","Multi","1",NA,0.93
"413710","Wilko Birthday Balloons Assorted 10pk","Wilko","Balloons","Multi","1",NA,0.93
"413712","Wilko Balloons Assorted 25pk","Wilko","Balloons","Multi","1",NA,0.93
"413713","Wilko Balloons Pink 8pk","Wilko","Balloons","Multi","8",NA,0.93
"413714","Wilko Shaped Balloons 5pk","Wilko","Balloons","Multi","1",NA,0.93
"413715","Wilko Balloons Blue 8pk","Wilko","Balloons","Multi","8",NA,0.93
"413716","Wilko Balloons Silver Effect 8pk","Wilko","Balloons","Multi","8",NA,0.93
"413719","Wilko Balloons 21st Birthday 10pk","Wilko","Balloons","Multi","1",NA,0.93
"413720","Wilko Balloons 18th Birthday 10pk","Wilko","Balloons","Multi","1",NA,0.93
"413721","Wilko Balloons 40th Birthday 10pk","Wilko","Balloons","Multi","10",NA,0.93
"413722","Wilko Balloons 50th Birthday 10pk","Wilko","Balloons","Multi","10",NA,0.93
"413723","Wilko Balloons 30th Birthday 10pk","Wilko","Balloons","Multi","1",NA,0.93
"413724","Wilko Balloons 60th Birthday 10pk","Wilko","Balloons","Multi","1",NA,0.93
"413770","Pirate Balloons 6pk","Wilko","Balloons","Multi","1",NA,0.88
"413795","Princess Balloons 6pk","Wilko","Balloons",NA,"1",NA,0.81
"414411","Heart Shaped Balloons Red 5pk","Wilko","Balloons",NA,"5",NA,0.81
"414412","Assorted Shape Balloons 50pk","Wilko","Balloons",NA,"50",NA,0.81
"414413","Pearlised Balloons Multi 8pk","Wilko","Balloons",NA,"8",NA,0.81
"414415","Neon Balloons Multi 8pk","Wilko","Balloons",NA,"8",NA,0.81
