"Article","Web Description","Brand","Type","Colour","Pack Qty","DQ Score"
"413606","Illooms Light Up Balloons Pink Happy Birthday 5pk","Illoom","Balloons","Pink","5",1
"441597","Illooms Light Up Balloons Marble 5pk","Illoom","Balloons","Multi","5",1
"441599","Illooms Light Up Balloons Pink Marble 5pk","Illoom","Balloons","Multi","5",1
"441600","Illooms Light Up Balloons Mixed 15pk","Illoom","Balloons","Multi","15",1
"441601","Illooms Light Up Balloons Disney Princess 5pk","Illoom","Balloons","Multi","5",1
"441603","Illooms Light Up Balloons Marvel Avengers 5pk","Illoom","Balloons","Multi","5",1
"441605","Illooms Light Up Balloons Stars 5pk","Illoom","Balloons","Multi","5",1
"441606","Illooms Light Up Balloons Blue Happy Birthday 5pk","Illoom","Balloons","Blue","5",1
