"Article","Web Description","Brand","DQ Score"
"404407","Candyking Sharing Tub 840g","Candy King",0.6
"420688","Chupa Mini Bag 120g","Chupa Chups",0.95
"449768","Maoam Joystixx 160g","Haribo",0.95
"453625","Creative Dot to Dot","Igloo",0.6
"453626","Creative Moments Adult Colouring Book","Igloo",0.6
"316515","Chalks White Pack of 12","Wilko",0.88
"433080","Fridge Art Assorted","Wilko",0.6
"253457","Wilko A3 Activity Paper 45pk Assorted Colours","Wilko Functional",0.95
"253462","Wilko White Paper Roll 5m","Wilko Functional",0.6
