"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"232062","Berol Pen Handwriting Black Medium 2pk","Berol","Rollerball Pens","Black","2pk","Medium",1
"53216","Berol Handwriting Pen Blue Medium 2pk","Berol","Rollerball Pens","Blue","2pk","Medium",1
"233149","Bic Cristal Original Ballpoint Pens Black 4pk","Bic","Ballpoint Pens","Black","1","Medium",1
"262466","Bic Cristal Grip Ballpoint Pens Black 4pk","Bic","Ballpoint Pens","Black","4pk","Medium",1
"262479","Bic Cristal Original Ballpoint Pens AssortedColours 4pk","Bic","Ballpoint Pens","Multi","3pk","Medium",1
"337220","Bic Cristal Original Ballpoint Pens Black 10pk","Bic","Ballpoint Pens","Black","10pk","1.0mm",1
"452611","Bic 4 Colour Multi Function Pen","Bic","Ballpoint Pens","Multi","1","1.8 x 8 x 19.7cm",1
"417419","Maped Ice Fun Pen Sky Blue","Maped","Gel Pens","Blue","1","17.6 x 6 x 1.9cm",1
"417420","Maped Ice Fun Pen Pink","Maped","Gel Pens","Pink","1","17.6 x 6 x 1.9cm",1
"417421","Maped Ice Fun Pen Purple","Maped","Gel Pens","Purple","1","17.6 x 6 x 1.9cm",1
"417422","Maped Ice Fun Pen Apple Green","Maped","Gel Pens","Green","1","17.6 x 6 x 1.9cm",1
"434300","Maped Ice Fun Pen Black","Maped","Ballpoint Pens","Black","1","17.6 x 6 x 1.9cm",1
"417404","Oxford Small Geometry Set","Oxford","Geometry Sets",NA,"1","4 x 100 x 230mm",1
"432160","Oxford Large Sleeved Eraser","Oxford","Erasers",NA,"1","1.1 x 2.1 x 6.3cm",1
"432161","Oxford 1 Hole Barrel Sharpener","Oxford","Pencil Sharpeners",NA,"1","5 x 4 x 4 cm",1
"432165","Oxford 180° Protractor","Oxford","Protractor",NA,"1","0.2 x 8 x 18.5cm",1
"229456","Paper Mate Comfortmate Retractable Ball Point PenBlack 4pk","Paper Mate","Ballpoint Pens","Black","4pk","Medium",1
"317991","Paper Mate Everyday Smoothness Gel Pens Medium Assorted 4pk","Paper Mate","Gel Pens","Multi","4","Medium",1
"318056","Paper Mate Flexgrip Ultra Ball Point Pens Medium2pk","Paper Mate","Ballpoint Pens","Black","2pk","Medium",1
"432409","Paper Mate Inkjoy Assorted Colours 8pk","Paper Mate","Ballpoint Pens","Multi","8","H 14.8cm, W 1.3cm",1
"432410","Paper Mate Ink Joy Mini Ballpoint PensAssorted Colours 10pk","Paper Mate","Ballpoint Pens","Multi","10","H 11.4cm, W 1.3cm",1
"417015","Pentel EnerGel Retractable Rollerball Pen Medium 2pk","Pentel","Rollerball Pens","Black","2","Each Pen H14.7cm x W1.6cm x L1.3cm",1
"417019","Pentel R50 Rollerball Pens Black 2pk","Pentel","Rollerball Pens","Black","2","Each Pen H13.9cm x W1.2cm x L1.6cm",1
"417022","Pentel Slicci 0.8 Blue","Pentel","Gel Pens","Blue","1","Each Pen H13.6cm x W 1.4cm x L 1.0cm",1
"417023","Pentel Slicci 0.8 Green","Pentel","Gel Pens","Green","1","Each Pen H13.6cm x W 1.4cm x L 1.0cm",1
"417025","Pentel Slicci 0.8 Pink","Pentel","Gel Pens","Pink","1","Each Pen H13.6cm x W 1.4cm x L 1.0cm",1
"417027","Pentel White Marker","Pentel","Marker Pens","White","1","Each Pen H9.0cm x W2.5cm x L2.5cm",1
"417031","Pentel Slicci 0.8 Silver","Pentel","Gel Pens","Silver","1","Each Pen H13.6cm x W 1.4cm x L 1.0cm",1
"417032","Pentel Slicci 0.8 Gold","Pentel","Gel Pens","Gold","1","Each Pen H13.6cm x W 1.4cm x L 1.0cm",1
"317952","Sharpie Permanent Markers Fine Point Assorted Colours 4pk","Sharpie","Marker Pens","Multi","4pk","ULa Fine Point",1
"432399","Sharpie Electro Pop Permanent Markers 5pk","Sharpie","Marker Pens","Multi","5","H 13.7cm, W 1.4cm",1
"254554","STABILO point 88 Fineliners 10pk","Stabilo","Fineliners","Multi","10pk","0.4mm",1
"317966","STABILO Flash Highlighters 4pk","Stabilo","Highlighters","Multi","4pk","Assorted",1
"414620","Staedtler Textsurfer Highlighters 4pk","Staedtler","Highlighters","Clear","4","Highlighter pen 121x24x17mm",1
"432235","Staedtler Whiteboard Pen Lumocolour Box 4pk","Staedtler","Marker Pens","Multi","4","Whiteboard pen 141x9x9mm",1
"217306","uni-ball Signo Gel Grip Black Rollerball Pens2pk","Uni-ball","Rollerball Pens","Black","2pk","Medium",1
"217308","Uni-Ball Rollerball Fine Pen Black 2pk","Uni-ball","Rollerball Pens","Black","2pk","Medium",1
"217314","uni-ball Vision Elite Rollerball Pens Black 3pk","Uni-ball","Rollerball Pens","Black","3pk","Medium",1
"303295","uni-ball Signo Gelstick - Black Rollerball Pen","Uni-ball","Rollerball Pens","Black","1","0.7mm",1
"303296","uni-ball Signo Gelstick - Blue Rollerball Pen","Uni-ball","Rollerball Pens","Blue","1","0.7mm",1
"303298","uni-ball Signo Gelstick - Green Rollerball Pen","Uni-ball","Gel Pens","Green","1","0.7mm",1
"303302","uni-ball Signo Gelstick - Floursecent PinkRollerball Pen","Uni-ball","Gel Pens","Pink","1","0.7mm",1
"317990","uni-ball Eye Micro Rollerball Pens Black 2pk","Uni-ball","Rollerball Pens","Black","3pk","Assorted",1
"432414","Uni-Ball Air Rollerball Black 2pk","Uni-ball","Rollerball Pens","Black","2","Diameter - 16.3mm, Length -140.2mm",1
"432416","Uni-Ball Chalk Markers Assorted Colours 4pk","Uni-ball","Marker Pens","Multi","4","Diameter - 19.09mm, Length - 142.05mm",1
"432420","Uni-Ball Jetstream Sport Pen Black","Uni-ball","Rollerball Pens","Black","1","Diameter - 14mm, Length - 140mm",1
"432421","Uni-Ball Jetstream Sport Pen Blue","Uni-ball","Rollerball Pens","Blue","1","Diameter - 14mm, Length - 140mm",1
"432424","Uni-Ball Jetstream Sport Pen Lime Green","Uni-ball","Rollerball Pens","Green","1","Diameter - 14mm, Length - 140mm",1
"432426","Uni-Ball Jetstream Sport Pen Baby Pink","Uni-ball","Rollerball Pens","Pink","1","Diameter - 14mm, Length - 140mm",1
"434305","Uni-Ball Signo Broad Rollerball Metallic Silver","Uni-ball","Rollerball Pens","Silver","1","Diameter - 17mm, Length - 138mm",1
"434307","Uni-Ball Signo Broad Rollerball Metallic Blue","Uni-ball","Rollerball Pens","Blue","1","Diameter - 17mm, Length - 138mm",1
"434310","Uni-Ball Signo Broad Gel Ink Rollerball Pen","Uni-ball","Rollerball Pens","Red","1","Diameter - 17mm, Length - 138mm",1
"227365","Wilko Memo Pad Sticky Notes 400 Sheets","Wilko","Sticky Notes","Multi","400pk","75x75mm",1
"230121","Wilko Geometry Set","Wilko","Geometry Sets",NA,"8","8 pack",1
"260410","Wilko Retractable Ball Pens Black 5pk","Wilko","Ballpoint Pens","Black","5pk","Fine",1
"260411","Wilko Retractable Ball Pens Blue 5pk","Wilko","Ballpoint Pens","Blue","5pk","Fine",1
"260412","Wilko Retractable Ball Pens Assorted Colours 5pk","Wilko","Ballpoint Pens","Multi","5pk","Fine",1
"260515","Wilko Gel Pens Assorted Colours 5pk","Wilko","Gel Pens","Multi","5pk","Fine",1
"260516","Wilko Metallic Gel Pens Gold/Silver 2pk","Wilko","Gel Pens","Multi","2pk","Fine",1
"260521","Wilko Pen Gel Fine Blue 5pk","Wilko","Gel Pens","Blue","4pk","Fine",1
"260522","Wilko Gel Pen Assorted Colours 5pk","Wilko","Gel Pens","Multi","5pk","Fine",1
"260665","Wilko Staples 26/6mm x 2500","Wilko","Staples and Staplers",NA,"2500pk","26/6mm",1
"260712","Wilko Clearseal Book Cover 300mm x 1000mm","Wilko","Packaging","White","1","30cmx1m",1
"262731","Wilko Self Adhesive Labels White 24 x 53mm x 78","Wilko","Sticky Notes","White","78pk","24x53mm",1
"262732","Wilko Sticky Labels 39m x 99m","Wilko","Sticky Notes","White","30pk","38x99mm",1
"300199","Wilko Self Adhesive Labels White 89 x 36mm x 250","Wilko","Sticky Notes","White","250pk","89x36mm",1
"302326","Wilko Memo Block 85 x 85mm 600 Sheets","Wilko","Memo Pads, Blocks and Boxes","White","600pk","85x85mm",1
"302328","Wilko Sticky Notes 7.5 x 10cm","Wilko","Sticky Notes","Yellow","1","7.5x10cm",1
"434408","Wilko White Message Board 30cm x 60cm","Wilko","Message Boards","White","1","30cm x 60cm",1
"434410","Wilko Calendar Message Board & Planner","Wilko","Message Boards","White","1","30cm x 60cm",1
"303156","Zebra Z-Grip Classic Ballpoint Pen Medium Black 5pk","Zebra","Ballpoint Pens","Black","5pk","Medium",1
