"Article","Web Description","Brand","DQ Score"
"36854","Wilko Kitchen Baster Acrylic","Chef Aid",0.833333333333333
"37166","Wilko Kitchen Cocktail Sticks 100pk","Chef Aid",0.85
"444694","Morphy Electronic Salt and Pepper MillStainless Steel","Morphy Richards",0.95
"172201","Wilko Ice Cube Trays 2pk","Wilko Functional",0.891666666666667
"183052","Wilko Chopping Board 35 x 24cm","Wilko Functional",0.95
"284840","Wilko Kitchen Spatula Wooden","Wilko Functional",0.81
"285940","Wilko Wooden Spoon Waxed Beech 30cm","Wilko Functional",0.95
"296440","Wilko Butterfly Tin Opener","Wilko Functional",0.775
"313140","Wilko Pastry Brush","Wilko Functional",0.88
"368340","Wilko Flat Grater Stainless Steel White","Wilko Functional",0.833333333333333
