"Article","Web Description","Brand","DQ Score"
"149819","Baby Bio Plant Food 175ml","Bayer",0.8625
"263019","Baby Bio Orchid Food 175ml","Bayer",0.8625
"342221","Baby Bio Original Food Single Drip Feed 40ml","Bayer",0.8625
"342222","Baby Bio Orchid Food Single-Use Dripper 40ml","Bayer",0.8625
"70899","Miracle Gro All Purpose Soluble Plant Food 1kg","Miracle-Gro",0.8625
