"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"436091","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436092","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436094","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436096","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436097","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436098","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436099","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436100","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436101","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",NA,NA,"1","8ml",0.81
"436102","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436104","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436105","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436107","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436108","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436109","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436110","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436111","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436113","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436114","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436115","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436116","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"436117","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000","Nail Polish",NA,"1","8ml",0.88
"440544","Collection Solar Shine Gel Nail Colour Top Coat","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440545","Collection Solar Shine Gel Nail Colour OysterPearl","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440546","Collection Solar Shine Gel Nail Colour Just Beachy","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440547","Collection Solar Shine Gel Nail Colour CaribbeanCrush","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440548","Collection Solar Shine Gel Nail Colour Sunset Pink","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440549","Collection Solar Shine Gel Nail Colour SultrySorent","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440551","Collection Solar Shine Gel Nail Colour Dreamy Days","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440552","Collection Solar Shine Gel Nail Colour BiaritzBlitz","Collection 2000","Nail Polish",NA,"1",NA,0.81
"440553","Collection Solar Shine Gel Nail Colour JungleFever","Collection 2000","Nail Polish",NA,"1",NA,0.81
"453542","Essence Colour Boost High Pigment NailPaint Instant Friendship 01","Essence","Nail Polish",NA,"1","9ml",0.88
"453601","Essence Out of Space Stories Nail Polish 01","Essence","Nail Polish",NA,"1","9ml",0.88
"453602","Essence Out Of Space Stories Nail PolishAcross The Universe 02","Essence","Nail Polish",NA,"1","9ml",0.88
"453603","Essence Out of Space Stories Nail PolishSpace Glam 03","Essence","Nail Polish",NA,"1","9ml",0.88
"453604","Essence Out Of Space Stories Nail PolishBeam Me Up 04","Essence","Nail Polish",NA,"1","9ml",0.88
"453607","Essence Out of Space Stories Nail Polish1000 Light Years Away 07","Essence","Nail Polish",NA,"1","9ml",0.88
"453608","Essence The Gel Nail Polish 88","Essence","Nail Polish",NA,"1","8ml",0.88
"453609","Essence The Gel Nail Polish 89","Essence","Nail Polish",NA,"1","8ml",0.88
"453610","Essence The Gel Nail Polish 90","Essence","Nail Polish",NA,"1","8ml",0.88
"453611","Essence The Gel Nail Polish 91","Essence","Nail Polish",NA,"1","8ml",0.88
"453612","Essence The Gel Nail Polish 92","Essence","Nail Polish",NA,"1","8ml",0.88
"453613","Essence The Gel Nail Polish 96","Essence","Nail Polish",NA,"1","8ml",0.88
"453615","Essence The Gel Nail Polish 98","Essence","Nail Polish",NA,"1",NA,0.81
"453667","Essence Colour Boost High Pigment Nail PaintInstant Love 09","Essence","Nail Polish",NA,"1",NA,0.81
"453669","Essence Colour Boost High Pigment Nail PaintInstant Feeling 07","Essence","Nail Polish",NA,"1",NA,0.81
"453670","Essence Colour Boost High Pigment Nail PaintInstant Passion 09","Essence","Nail Polish",NA,"1",NA,0.81
"453671","Essence Colour Boost High Pigment Nail PaintInstant Adventure 10","Essence","Nail Polish",NA,"1",NA,0.81
"453672","Essence The Gel Nail Polish 100","Essence","Nail Polish",NA,"1",NA,0.81
"453673","Essence The Gel Nail Polish 101","Essence","Nail Polish",NA,"1",NA,0.81
