"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"256669","Kilner Clip Top Glass Storage 1L","Kilner","Storage Jars","1","1L",1
"256670","Kilner Clip Top Glass Storage 1.5L","Kilner","Storage Jars","1","1.5L",1
"289848","Kilner Preserve Jar 0.5L","Kilner","Storage Jars","1","500ml",1
"289849","Kilner Preserves Jar 1L","Kilner","Storage Jars","1","1L",1
"319120","Kilner Muslin Square 50 x 50cm Square 1pk","Kilner","Muslin","1","50x50cm",1
"319121","Kilner Bottle Airtight Clip Top Lid 1 Litre","Kilner","Bottles","1","1L",1
"319122","Kilner Bottle Lid 0.55L","Kilner","Bottles","1","550ml",1
"319123","Kilner Bottle Lid 0.25L","Kilner","Bottles","1","250ml",1
"319127","Kilner The Original Preserve Jar 0.25L","Kilner","Storage Jars","1","250ml",1
"328633","Kilner Jam Jar Sealing Kit 108 Piece","Kilner","Seals","1","108 Piece",1
"328634","Kilner Replacement Rubber Seal Standard 6pk","Kilner","Seals","1","6 Pack",1
"328695","Kilner Clip Top Jar 2L","Kilner","Storage Jars","1","2L",1
"328696","Kilner Twist Top Bottle 250ml","Kilner","Bottles","1","250ml",1
"328698","Kilner Twist Top Preserving Jar","Kilner","Storage Jars","1","720ml",1
"328700","Kilner Twist Top Jar 228ml","Kilner","Storage Jars","1","228ml",1
"328701","Kilner Twist Top Jar 93ml","Kilner","Storage Jars","1","93ml",1
"328711","Kilner Coloured Clip Top Jar 0.5L","Kilner","Storage Jars","1","5L",1
"328712","Kilner Coloured Clip Top Jar 1L","Kilner","Storage Jars","1","1L",1
"222227","Wilko  Plastic Funnel 18cm","Wilko","Funnels","1","18cm",1
"452433","Wilko Storage Jar Black Board Lid 0.5L","Wilko","Storage Jars","1","0.5L",1
"452434","Wilko Storage Jar Black Board Lid 1L","Wilko","Storage Jars","1","1L",1
"452435","Wilko Storage Jar Black Board Lid 1.5L","Wilko","Storage Jars","1","1.5L",1
"453102","Wilko Hexagonal Jars 340ml 12pk","Wilko","Storage Jars","12","340ml",1
"453105","Wilko Square Jars 200ml 12pk","Wilko","Storage Jars","12","200ml",1
