"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","Material","DQ Score"
"436917","Fresco Wallpaper Red Brick Wall","Fresco","Brick Effect Wallpaper","5.2m²","Red","1","10m x 0.52m","Paper",1
"436906","Superfresco Wallpaper Java Stripe Red","Superfresco","Striped Wallpaper","5.2m²","Red","1","10m x 0.52m","Paper",1
"436952","Superfresco Wallpaper Classica Damask Black/Red","Superfresco","Damask Wallpaper","5.2m²","Multi","1","10m x 0.52m","Paper",1
"436925","Wilko Wallpaper Rosanna Floral Red","Wilko","Floral Wallpaper","5.2m²","Red","1","10m x 0.52m","Paper",1
