"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"280490","Cystocalm Cystitus Relief 6pk","Cystocalm","Relief Cream",NA,"1",NA,0.86
"332937","Durex Play Tingling Lube 60ml","Durex","Lubricant",NA,NA,"50ml",0.86
"342573","Durex Vibrations Ring 1pk","Durex","Sexual Enhancement",NA,"1pk",NA,0.86
"430539","Durex Extra Safe 12pk","Durex","Condoms",NA,"12pk",NA,0.86
"430540","Durex Thin Feel 12pk","Durex","Condoms",NA,"12pk",NA,0.86
"430541","Durex Pleasure Me 12pk","Durex","Condoms",NA,"12pk",NA,0.86
"430543","Durex Mutual Climax 12pk","Durex","Condoms",NA,"12pk",NA,0.86
"453079","Durex Intense Condom 12s","Durex","Condoms",NA,"12",NA,0.86
"453081","Durex Intense Gel","Durex","Sexual Enhancement",NA,"1",NA,0.86
"453082","Durex Little Devil","Durex","Sexual Enhancement",NA,"1",NA,0.86
"453083","Durex Intense Bullet","Durex","Sexual Enhancement",NA,"1",NA,0.86
"242977","Healthpoint The Little Blue Pill 10pk","Healthpoint","Sexual Enhancement",NA,"1",NA,0.86
"33548","KY Lubricating Jelly 50ml","K-Y Jelly","Lubricant",NA,NA,"42g",0.81
