"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"349527","Crayola Washable Paints 18pk","Crayola","Paints and Paint Brushes",NA,"18pk",NA,0.86
"322041","Dovecraft Special Effect Metallic Markers 5pk","Dovecraft","Marker Pens",NA,"1",NA,0.86
"322045","Dovecraft Premium Pigment Ink Pad","Dovecraft","Ink Pads",NA,"1",NA,0.86
"322047","Dovecraft Premium Pigment Ink Pad","Dovecraft","Ink Pads",NA,NA,NA,0.79
"438519","Dovecraft Precision Finger Craft Knife","Dovecraft","Craft Knife",NA,"1","10cm high x 3.3cm wide",0.93
"317373","Reeves Sketching Pencils Artist Grades 12pk","Reeves","Sketch Pencils",NA,"12pk",NA,0.86
"331511","Reeves Flower Palette White","Reeves","Paint Pots and Palettes",NA,"1",NA,0.86
"350821","Reeves Acrylic Paint Starter Set 10pcs","Reeves","Paints and Paint Brushes",NA,NA,NA,0.79
"415373","Reeves Watercolour Starter Set 10pcs","Reeves","Paints and Paint Brushes",NA,"6",NA,0.86
"143208","Wilko Let's Create Watercolour Paints and Brush 22Colours","Wilko","Paints and Paint Brushes",NA,"1","22 pack",0.93
"253466","Wilko A5 Rainbow Pad 40 Assorted Coloured Sheets","Wilko","Sketch and Paint Pads",NA,"40s","A5",0.93
"287949","Wilko Artist Brush x 5","Wilko","Artist Brushes",NA,"5","5 Pack",0.93
"300142","Wilko Let's Create Acrylic Paints Assorted Colours12pk 12ml","Wilko","Paints and Paint Brushes","Multi","12pk",NA,0.93
"300151","Wilko Canvasses Assorted Sizes 3pk","Wilko","Easels and Canvases","White","3pk",NA,0.93
"316514","Wilko Chalk Assorted Colours 12pk","Wilko","Chalks and Pastels","Multi","12pk",NA,0.93
"316515","Chalks White Pack of 12","Wilko","Chalks and Pastels","White","12pk",NA,0.88
"316741","Wilko Let's Create My First Paint Brushes 2pk","Wilko","Paints and Paint Brushes",NA,"2pk",NA,0.86
