"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","Material","DQ Score"
"436929","Fresco Wallpaper Industrial Script Multicoloured","Fresco","Motif Wallpaper","5.2m²","Multi","1","10m x 0.52m","Paper",1
"436941","Superfresco Wallpaper Athena White Gold","Superfresco","Damask Wallpaper","5.2m²","Multi","1","10m x 0.52m","Paper",1
"449754","Wilko Wallpaper Damask Gold","Wilko","Damask Wallpaper","5.2m²","Gold","1","10m x 0.52m","Paper",1
