"Article","Web Description","Brand","Type","Size","DQ Score"
"417404","Oxford Small Geometry Set","Oxford","Geometry Sets","4 x 100 x 230mm",1
"432165","Oxford 180° Protractor","Oxford","Protractor","0.2 x 8 x 18.5cm",1
"230121","Wilko Geometry Set","Wilko","Geometry Sets","8 pack",1
"421029","Wilko Ruler Puzzle","Wilko","Rulers","16.0cm",1
