"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"327502","Wilko Duvet Set Double Striped Purple","Wilko","Double Duvet Cover","Pink",NA,"Washable","Double","52% Polyester, 48% Cotton",0.95
"327503","Wilko Duvet Set King Striped Purple","Wilko","King Size Duvet Cover","Pink",NA,"Washable","Kingsize","52% Polyester, 48% Cotton",0.95
