"Article","Web Description","Brand","Type","DQ Score"
"456346","Aquafresh Toothbrush Medium 3pk","Aquafresh","Toothbrushes",1
"418551","Wilko Faux Silk Charcoal Cushion 43 x 43cm","Wilko","Plain Cushion",1
"440024","Wilko Christmas Suction Cups Giant 2pk","Wilko","Suction Cups",1
"440025","Wilko Christmas Gutter Hooks Mini 20pk","Wilko","Light Hooks",1
"440026","Wilko Christmas Rope Light Hooks 20pk","Wilko","Light Hooks",1
"440027","Wilko Christmas Suction Cups 10pk","Wilko","Suction Cups",1
"440028","Wilko Christmas Gutter Hooks Large 10pk","Wilko","Light Hooks",1
